player,rookie_season,minutes,usg_pct,pts_per_100,poss_est
Jaden McDaniels,2021,1510.7833333333333,,98.43245735361917,433.8
Malachi Flynn,2021,927.545,,86.59601609263076,407.64
Desmond Bane,2021,1518.965,,107.84043067154394,579.56
Théo Maledon,2021,1777.7016666666666,,80.79567779960708,814.4
Saben Lee,2021,780.595,,87.78274592319832,304.15999999999997
Isaiah Joe,2021,382.8233333333333,,98.99068322981367,154.56
Cade Cunningham,2022,2088.055,,83.20138619185612,1338.92
Jalen Green,2022,2137.7233333333334,,96.99540592200128,1192.84
Evan Mobley,2022,2331.036666666667,,96.28636346705403,1073.88
Scottie Barnes,2022,2617.2883333333334,,97.53999655943575,1162.6
Jalen Suggs,2022,1306.6533333333334,,73.94587791063562,762.72
Josh Giddey,2022,1700.3516666666667,,76.96172467342652,875.76
Franz Wagner,2022,2429.0466666666666,,100.55781444268962,1190.36
Davion Mitchell,2022,2075.825,,86.58487530168946,994.4
Ziaire Williams,2022,1346.4666666666667,,102.41210139002453,489.2
James Bouknight,2022,304.4766666666667,,83.70667295449188,169.64
Chris Duarte,2022,1540.8266666666666,,94.70195191245331,760.28
Moses Moody,2022,607.12,,107.62839879154079,211.84
Corey Kispert,2022,1801.0583333333334,,107.22500338249222,591.28
Alperen Şengün,2022,1489.2933333333333,,89.62801782198736,772.08
Tre Mann,2022,1366.925,,89.91770731426598,695.08
Keon Johnson,2022,696.2466666666667,,78.42791681353542,340.44
Isaiah Jackson,2022,541.045,,104.31300927226748,284.72
Josh Christopher,2022,1333.7416666666666,,88.440908816971,663.72
Bones Hyland,2022,1309.8583333333331,,98.03370786516854,712.0
Cam Thomas,2022,1176.06,,94.33962264150942,604.2
Day'Ron Sharpe,2022,390.67,,100.48721071863581,197.04
Jeremiah Robinson-Earl,2022,1087.1083333333331,,94.63233012721068,386.76
Herbert Jones,2022,2335.1833333333334,,99.23500775691434,747.72
Miles McBride,2022,372.2116666666666,,75.24518092661481,118.28
Ayo Dosunmu,2022,2109.641666666667,,100.24803637866886,677.32
Isaiah Livers,2022,383.25666666666666,,108.85210507376755,111.16
Kessler Edwards,2022,987.195,,89.48827829594151,317.36
Sandro Mamukelashvili,2022,407.00166666666667,,110.25200458190149,139.68
Aaron Wiggins,2022,1208.75,,97.10550887021476,428.4
Jericho Sims,2022,555.0433333333333,,103.7344398340249,86.76
Paolo Banchero,2023,2429.7233333333334,,92.29524201007091,1556.96
Jabari Smith Jr.,2023,2450.5466666666666,,92.94706618567328,1086.6399999999999
Keegan Murray,2023,2381.673333333333,,111.20732874527141,877.64
Jaden Ivey,2023,2304.3166666666666,,87.45932124593212,1376.64
Bennedict Mathurin,2023,2222.38,,99.94166231692714,1302.76
Shaedon Sharpe,2023,1778.6033333333332,,101.51827071538857,777.2
Jeremy Sochan,2023,1457.7,,87.70927375578539,700.04
Johnny Davis,2023,422.575,,81.54892935761457,199.88
Ousmane Dieng,2023,568.71,,88.8909358879882,217.12
Jalen Williams,2023,2275.5916666666667,,105.49029009829778,1001.04
Jalen Duren,2023,1670.145,,109.46555054732777,559.0799999999999
Mark Williams,2023,827.975,,115.97938144329896,333.68
AJ Griffin,2023,1401.435,,107.2723609991942,595.68
Tari Eason,2023,1767.22,,92.1435499515034,824.8
Jake LaRavia,2023,414.2866666666667,,89.77428180574556,116.96
Malaki Branham,2023,1549.5966666666666,,93.75870716076902,717.8
Walker Kessler,2023,1703.2066666666667,,125.28599896671341,541.96
David Roddy,2023,1258.5016666666668,,92.16772151898734,505.6
MarJon Beauchamp,2023,701.3816666666667,,87.41948205600106,304.28
Blake Wesley,2023,669.055,,61.46445750935328,299.36
Andrew Nembhard,2023,2073.5316666666668,,88.92735300020068,797.28
Caleb Houstan,2023,812.19,,92.82416313966911,207.92
Jaylin Williams,2023,914.1583333333332,,97.70660876645407,294.76
Max Christie,2023,512.425,,101.55506188511583,126.04
Jaden Hardy,2023,708.39,,101.50812064965197,413.76
Bryce McGowens,2023,786.9966666666667,,87.79443254817987,280.2
Victor Wembanyama,2024,2106.235,,94.68235996715356,1607.48
Brandon Miller,2024,2382.963333333333,,99.06128012888036,1291.12
Scoot Henderson,2024,1765.3933333333334,,78.99814336160763,1098.76
Amen Thompson,2024,1388.5316666666668,,97.9808010592519,604.2
Ausar Thompson,2024,1582.805,,90.20702187033551,616.36
Bilal Coulibaly,2024,1715.25,,92.25860155382908,576.64
Jarace Walker,2024,340.42333333333335,,91.63103237629812,130.95999999999998
Cason Wallace,2024,1691.9216666666666,,111.4687649022413,503.28
Dereck Lively II,2024,1294.2816666666668,,126.55906089508437,381.64
Keyonte George,2024,2022.5766666666664,,88.45539087474572,1101.12
Jaime Jaquez Jr.,2024,2113.195,,100.56561085972851,884.0
Brandin Podziemski,2024,1968.253333333333,,94.75380682449706,719.76
Cam Whitmore,2024,880.3333333333334,,102.97360745536032,562.28
Noah Clowney,2024,369.85833333333335,,109.73597359735973,121.2
Kris Murray,2024,1348.2716666666668,,84.37303653172965,445.64
Olivier-Maxence Prosper,2024,336.21166666666664,,93.04829283297447,130.04
Marcus Sasser,2024,1351.11,,92.86257606490872,631.04
Ben Sheppard,2024,814.26,,98.65330410272472,255.44
Julian Phillips,2024,322.55,,93.33053691275168,95.36
Andre Jackson Jr.,2024,572.3283333333334,,94.09816320385426,132.84
Rayan Rupert,2024,633.225,,76.35467980295566,203.0
Toumani Camara,2024,1739.32,,93.18197892354482,565.56
Trayce Jackson-Davis,2024,1130.4516666666666,,122.98442197321673,439.08
Zaccharie Risacher,2025,1843.3866666666668,,100.58084906466217,936.56
Alex Sarr,2025,1814.2283333333328,,85.6495170510546,1014.6
Reed Sheppard,2025,654.3516666666667,,80.90729225551159,283.03999999999996
Stephon Castle,2025,2162.0216666666665,,90.4008022121608,1316.3600000000001
Tidjane Salaün,2025,1244.3533333333332,,79.44009361778738,444.36
Donovan Clingan,2025,1323.6433333333334,,96.51142199397911,451.76
Zach Edey,2025,1415.765,,105.74122867840799,576.88
Matas Buzelis,2025,1511.295,,101.69691952935612,676.52
Bub Carrington,2025,2457.79,,87.11139896373057,926.4
Kel'el Ware,2025,1422.486666666667,,108.08748728382503,550.48
Jared McCain,2025,591.7916666666666,,104.87427005124539,335.64
Dalton Knecht,2025,1493.795,,111.89298846202611,630.96
Tristan Da Silva,2025,1628.611666666667,,94.04997176736306,566.72
Ja'Kobe Walter,2025,1103.235,,93.6353019686353,479.52
Jaylon Tyson,2025,452.96,,89.99784436300926,185.56
Yves Missi,2025,1955.79,,100.18681451126913,663.76
Kyshawn George,2025,1802.1833333333332,,86.26739969587086,683.92
Ryan Dunn,2025,1410.4166666666667,,95.66422045828963,534.1600000000001
Isaiah Collier,2025,1839.1066666666663,,74.02860031778131,830.76
Baylor Scheierman,2025,383.8883333333333,,88.7806411062225,127.28
Kyle Filipowski,2025,1521.54,,101.03672465296083,682.92
Ajay Mitchell,2025,596.955,,102.45183887915937,228.4
Jaylen Wells,2025,2043.4816666666663,,102.31228244654402,804.4
Oso Ighodaro,2025,1045.545,,102.8225806451613,248.0
Adem Bona,2025,904.55,,113.46801346801347,297.0
Pelle Larsson,2025,781.9466666666667,,98.8811849984242,253.84
Jamal Shead,2025,1466.825,,81.82878899533284,651.36
Quinten Post,2025,685.7566666666667,,106.6231811339689,318.88
