player,rookie_season,minutes,pts_per_100,poss_est,player_id,usg_pct
Evan Turner,2011,1797.4016666666666,85.09036144578313,664.0,202323,19.69999999999999
Derrick Favors,2011,1535.7216666666666,93.6533595726736,569.12,202324,20.0
Wesley Johnson,2011,2069.37,86.7299505798307,817.48,202325,14.099999999999998
DeMarcus Cousins,2011,2309.4266666666667,78.88852078847108,1448.88,202326,28.599999999999998
Ekpe Udoh,2011,1029.513333333333,79.15213308290852,298.16,202327,13.900000000000002
Greg Monroe,2011,2221.863333333333,102.38302977423928,733.52,202328,23.200000000000003
Al-Farouq Aminu,2011,1451.835,81.40943423115291,561.36,202329,15.9
Xavier Henry,2011,527.4316666666666,84.23524606902185,195.88,202333,18.4
Ed Davis,2011,1601.753333333333,104.96103243107348,477.32,202334,13.3
Larry Sanders,2011,872.1616666666666,79.26829268292683,328.0,202336,16.69999999999999
Kevin Séraphin,2011,634.6283333333333,75.99684168969601,202.64,202338,18.099999999999998
Eric Bledsoe,2011,1840.5333333333333,73.52542923685209,738.52,202339,19.1
Trevor Booker,2011,1063.0916666666667,103.14810398282852,335.44,202344,15.5
Quincy Pondexter,2011,733.5716666666667,89.11642017444065,210.96,202347,12.8
Landry Fields,2011,2541.3283333333334,103.01416606348876,773.6800000000001,202361,15.7
Kyrie Irving,2012,1557.8516666666667,95.04248721356367,993.24,202681,29.2
Derrick Williams,2012,1417.685,88.22639225181598,660.8,202682,23.39999999999999
Enes Freedom,2012,874.435,90.42236763831052,336.2,202683,20.599999999999998
Tristan Thompson,2012,1423.753333333333,81.31954961480213,607.48,202684,18.099999999999998
Jan Veselý,2012,1077.5583333333334,87.46069182389938,305.28,202686,12.1
Bismack Biyombo,2012,1455.22,79.3843464750437,411.92,202687,10.099999999999989
Brandon Knight,2012,2128.495,84.67629063862118,1000.28,202688,22.3
Kemba Walker,2012,1792.0466666666666,81.55391336300167,979.72,202689,25.0
Jimmer Fredette,2012,1134.66,86.49741631094136,534.12,202690,22.89999999999999
Klay Thompson,2012,1607.665,95.9305026479606,861.04,202691,21.6
Alec Burks,2012,938.9033333333332,90.24887454344687,470.92,202692,19.6
Kawhi Leonard,2012,1534.3966666666668,104.16666666666666,486.72,202695,16.400000000000002
Iman Shumpert,2012,1705.4666666666667,81.24567074578619,692.96,202697,15.5
