player,rookie_season,minutes,poss_est,player_id,usg_pct,pts_per_100
Nikoloz Tskitishvili,2003,1319.9883333333332,505.6,2401,20.6,12.0
Noah Clowney,2024,369.85833333333335,121.2,1641730,18.5,17.3
Obi Toppin,2021,683.08,243.44,1630167,20.5,18.3
OG Anunoby,2018,1481.4616666666666,418.28,1628384,14.8,14.3
O.J. Mayo,2009,3120.3033333333333,1632.64,201564,20.3,25.4
Olivier-Maxence Prosper,2024,336.21166666666664,130.04,1641765,15.8,16.4
Omari Spellman,2019,804.5416666666666,294.8,1629016,17.7,15.3
Omri Casspi,2010,1931.0933333333328,846.56,201956,16.3,20.1
Onyeka Okongwu,2021,601.2083333333334,203.08,1630168,13.69999999999999,18.0
Orlando Johnson,2013,618.6566666666666,223.08,203111,15.4,17.0
Oso Ighodaro,2025,1045.545,248.0,1642345,10.5,11.8
Ousmane Dieng,2023,568.71,217.12,1631172,16.69999999999999,15.8
Paolo Banchero,2023,2429.7233333333334,1556.96,1631094,29.2,28.2
Patrick McCaw,2017,1073.995,297.28,1627775,12.5,12.3
Patrick Williams,2021,1983.3566666666663,681.0,1630172,13.900000000000002,15.8
Pau Gasol,2002,3001.866666666667,1497.88,2200,23.6,24.7
Paul Millsap,2007,1472.1466666666668,583.52,200794,17.7,19.7
Paul Zipser,2017,843.38,278.6,1627835,15.6,14.1
Payton Pritchard,2021,1267.5583333333334,490.8,1630202,18.0,19.3
Pelle Larsson,2025,781.9466666666667,253.84,1641796,14.4,15.7
P.J. Washington,2020,1758.9916666666666,741.84,1629023,19.1,19.9
Quentin Richardson,2001,1356.0533333333333,658.52,2047,22.8,23.4
Quincy Acy,2013,342.33666666666664,108.72,203112,9.9,17.8
Quincy Douby,2007,359.13666666666666,147.6,200763,20.200000000000003,16.0
Quincy Pondexter,2011,733.5716666666667,210.96,202347,12.8,13.8
Quinten Post,2025,685.7566666666667,318.88,1642366,19.6,23.7
Qyntel Woods,2003,334.9783333333333,149.8,2417,21.2,19.1
Rafael Araújo,2005,735.595,251.2,2737,15.1,13.3
Rajon Rondo,2007,1830.9383333333333,667.96,200765,18.6,14.0
Randy Foye,2007,1879.3333333333333,927.48,200751,20.3,22.8
Rashad McCants,2006,1362.243333333333,667.64,101119,20.1,24.1
Rashad Vaughn,2016,1000.6933333333334,300.6,1626173,16.900000000000002,10.8
Rasual Butler,2003,1515.2966666666666,694.76,2446,19.6,19.0
Rayan Rupert,2024,633.225,203.0,1641712,15.6,11.8
Raymond Felton,2006,2405.708333333333,1162.68,101109,21.5,19.8
Reed Sheppard,2025,654.3516666666667,283.04,1642263,17.8,16.1
Reggie Jackson,2012,500.7133333333333,207.76,202704,18.3,14.1
Renaldo Balkman,2007,1064.185,363.6,200764,12.3,16.2
Richard Jefferson,2002,1919.4233333333327,814.6,2210,19.5,19.9
Richaun Holmes,2016,702.0016666666667,286.56,1626158,18.4,19.4
RJ Barrett,2020,1704.4216666666666,962.76,1629628,22.8,22.4
Robin Lopez,2009,614.3333333333334,194.92,201577,16.6,15.0
Rodions Kurucs,2019,1293.75,566.48,1629066,14.2,18.7
Rodney Carney,2007,1169.09,473.28,200760,19.1,19.3
Rodrigue Beaubois,2010,699.9133333333333,375.88,201958,25.0,27.6
Royal Ivey,2005,813.5316666666666,285.48,2767,13.69999999999999,13.4
Rudy Gay,2007,2103.31,991.96,200752,24.8,20.0
Rui Hachimura,2020,1444.0316666666668,659.6,1629060,18.0,20.8
Russell Westbrook,2009,2668.035,1557.32,201566,25.0,23.5
Ryan Anderson,2009,1312.425,521.04,201583,23.3,19.2
Ryan Dunn,2025,1410.4166666666667,534.1600000000001,1642346,16.69999999999999,17.7
Ryan Gomes,2006,1376.235,475.56,101155,18.7,17.2
Ryan Kelly,2014,1311.8666666666666,477.4,203527,14.000000000000002,17.0
Saben Lee,2021,780.595,304.16,1630240,16.900000000000002,16.5
Saddiq Bey,2021,1909.0166666666669,815.6800000000001,1630180,20.9,21.6
Salim Stoudamire,2006,1236.0583333333334,622.4,101136,21.5,23.8
Sam Young,2010,1321.0466666666666,668.0,201970,17.0,22.2
Sandro Mamukelashvili,2022,407.00166666666667,139.68,1630572,17.7,18.0
Sasha Pavlović,2004,1136.5083333333334,479.96,2562,17.8,18.0
Scoot Henderson,2024,1765.3933333333334,1098.76,1630703,22.0,23.9
Scottie Barnes,2022,2617.2883333333334,1162.6,1630567,20.0,21.5
Sean May,2006,398.4316666666667,232.16,101118,22.89999999999999,23.4
Sean Williams,2008,1278.3083333333334,433.52,201157,13.3,16.3
Sebastian Telfair,2005,1330.14,613.52,2742,21.7,17.8
Sekou Doumbouya,2020,753.7266666666667,291.24,1629635,17.599999999999998,15.7
Semi Ojeleye,2018,1150.21,231.04,1628400,13.69999999999999,8.3
Sergio Rodríguez,2007,861.7866666666666,327.44,200771,19.5,14.8
Shabazz Napier,2015,1011.58,333.64,203894,19.6,13.5
Shaedon Sharpe,2023,1778.6033333333332,777.2,1631101,22.0,21.1
Shai Gilgeous-Alexander,2019,2173.9066666666668,942.8,1628983,23.5,19.0
Shane Battier,2002,3098.1,1240.52,2203,12.9,18.7
Shawne Williams,2007,556.22,192.8,200761,20.6,16.6
Shelden Williams,2007,1513.44,524.36,200749,16.400000000000002,15.3
Shelvin Mack,2012,779.48,293.96000000000004,202714,18.3,15.3
Sindarius Thornwell,2018,1155.88,324.72,1628414,10.5,11.6
Skal Labissière,2017,611.6383333333333,287.56,1627746,20.4,23.3
Stanley Johnson,2016,1687.0716666666667,758.88,1626169,14.4,17.2
Stephen Curry,2010,2896.213333333333,1474.0,201939,23.7,22.6
Stephon Castle,2025,2162.0216666666665,1316.36,1642264,26.0,26.0
Sterling Brown,2018,776.4466666666667,240.56,1628425,14.9,13.8
Steve Blake,2004,1387.243333333333,564.48,2581,16.5,16.1
Steven Hunter,2002,514.0466666666666,204.36,2212,13.5,18.0
Stromile Swift,2001,1313.22,465.04,2031,21.6,15.4
Svi Mykhailiuk,2019,440.13,169.8,1629004,16.5,13.9
Taj Gibson,2010,2203.5816666666665,820.0,201959,16.6,17.1
Tari Eason,2023,1767.22,824.8,1631106,18.8,20.2
Terance Mann,2020,362.12,108.88,1629611,14.4,12.4
Terence Morris,2002,1115.2966666666666,346.32,2242,15.0,12.0
Terrence Williams,2010,1763.5216666666668,838.36,201944,23.8,18.9
Terry Rozier,2016,311.325,129.4,1626179,16.69999999999999,11.0
Thaddeus Young,2008,1554.415,599.32,201152,20.200000000000003,20.0
Théo Maledon,2021,1777.7016666666666,814.4,1630177,20.1,17.2
Thomas Robinson,2013,1055.715,456.96,203080,19.1,16.0
Thon Maker,2017,562.1883333333334,219.56,1627748,14.7,20.6
Tidjane Salaün,2025,1244.3533333333332,444.36,1642275,15.2,13.9
Tim Hardaway Jr.,2014,1875.4783333333328,790.32,203501,22.89999999999999,22.2
Timothé Luwawu-Cabarrot,2017,1189.91,488.12,1627789,16.8,17.7
T.J. Ford,2004,1484.0883333333334,580.12,2551,,13.5
T.J. Leaf,2018,459.2433333333333,153.04,1628388,15.8,16.0
T.J. Warren,2015,614.13,249.36,203933,19.5,19.5
Tobias Harris,2012,479.015,223.76,202699,21.6,21.7
Tony Allen,2005,1254.4733333333334,530.88,2754,18.1,19.3
Tony Parker,2002,2271.1783333333333,860.4,2225,22.5,16.2
Toumani Camara,2024,1739.32,565.56,1641739,14.3,14.7
Trae Young,2019,2503.2816666666668,1746.16,1629027,33.900000000000006,28.1
Trayce Jackson-Davis,2024,1130.4516666666666,439.08,1631218,16.400000000000002,22.7
Tre Mann,2022,1366.925,695.08,1630544,20.0,21.8
Trenton Hassell,2002,2235.5783333333334,779.16,2239,11.1,15.9
Trevor Ariza,2005,1380.631666666667,538.56,2772,15.2,17.4
Trevor Booker,2011,1063.0916666666667,335.44,202344,15.5,16.4
Trey Burke,2014,2262.43,1077.72,203504,23.200000000000003,20.4
Trey Lyles,2016,1382.3933333333334,537.0799999999999,1626168,20.9,18.3
Tristan Da Silva,2025,1628.611666666667,566.72,1641783,15.2,16.2
Tristan Thompson,2012,1423.753333333333,607.48,202684,18.1,18.1
Troy Murphy,2002,1450.3916666666669,575.64,2211,16.400000000000002,16.6
Ty Jerome,2020,327.59,138.04000000000002,1629660,18.1,14.6
Ty Lawson,2010,1317.4366666666667,533.6,201951,19.0,20.1
Tyler Dorsey,2018,974.21,446.72,1628416,18.2,19.8
Tyler Ennis,2015,411.42333333333335,189.08,203898,16.8,14.5
Tyler Herro,2020,1508.08,762.0,1629639,22.5,23.5
Tyler Zeller,2013,2033.1783333333333,723.08,203092,16.8,15.4
Tyreke Evans,2010,2676.58,1585.6,201936,25.3,27.4
Tyrese Haliburton,2021,1745.6766666666667,735.64,1630169,18.4,20.2
Tyson Chandler,2002,1392.8166666666666,500.68,2199,18.1,15.9
Tyus Jones,2016,572.72,206.16,1626145,13.2,13.2
Victor Oladipo,2014,2486.4933333333333,1331.92,203506,24.9,22.2
Victor Wembanyama,2024,2106.235,1607.48,1641705,30.0,33.5
Vincent Yarbrough,2003,1379.2516666666668,536.28,2428,,15.2
Walker Kessler,2023,1703.2066666666667,541.96,1631117,12.7,18.9
Wayne Ellington,2010,1384.2416666666666,552.8,201961,16.900000000000002,17.7
Wendell Carter Jr.,2019,1109.8,485.28,1628976,16.2,19.9
Wes Iwundu,2018,1020.305,268.68,1628411,12.5,11.1
Wesley Johnson,2011,2069.37,817.48,202325,14.099999999999998,16.6
Will Barton,2013,893.77,397.6,203115,21.0,16.7
Willie Cauley-Stein,2016,1411.545,440.0,1626161,19.5,15.6
Willie Green,2004,767.5016666666667,451.64,2584,22.6,24.9
Xavier Henry,2011,527.4316666666666,195.88,202333,18.4,16.2
Yao Ming,2003,2381.893333333333,1141.24,2397,24.9,24.3
Yi Jianlian,2008,1646.6016666666667,673.8,201146,20.5,17.9
Yves Missi,2025,1955.79,663.76,1642274,14.3,16.3
Zaccharie Risacher,2025,1843.3866666666668,936.56,1642258,20.9,23.5
Zach Edey,2025,1415.765,576.88,1641744,16.399999999999988,19.8
Zach LaVine,2015,1901.7216666666664,947.88,203897,22.8,20.4
Zeke Nnaji,2021,397.2783333333333,117.6,1630192,14.6,16.0
Ziaire Williams,2022,1346.4666666666667,489.2,1630533,17.8,17.3
Zoran Planinić,2004,466.7433333333333,191.4,2565,21.899999999999988,17.2
Žarko Čabarkapa,2004,574.5916666666667,274.32,2560,21.4,17.8
Ace Bailey,2026,714.555,,1642846,19.1,20.5
Adou Thiero,2026,86.70333333333333,,1642876,12.7,11.1
Alijah Martin,2026,7.883333333333334,,1642918,5.3,0.0
Amari Williams,2026,30.946666666666665,,1642873,4.0,4.8
Asa Newell,2026,298.7033333333333,,1642854,16.9,22.4
Ben Saraf,2026,203.02166666666668,,1642879,19.5,15.8
Brooks Barnhizer,2026,152.98666666666668,,1642964,8.9,9.1
Carter Bryant,2026,206.95,,1642868,16.5,13.9
Cedric Coward,2026,895.2766666666666,,1642907,20.4,23.8
Chaz Lanier,2026,136.41,,1642404,13.6,15.8
Collin Murray-Boyles,2026,545.0666666666667,,1642867,16.0,17.6
Cooper Flagg,2026,1212.111666666667,,1642843,23.5,25.8
Danny Wolf,2026,369.8666666666667,,1642874,20.0,19.4
Derik Queen,2026,903.6083333333332,,1642852,22.5,24.4
Drake Powell,2026,436.76,,1642962,14.7,17.0
Dylan Harper,2026,540.4766666666667,,1642844,25.1,25.8
Hugo González,2026,429.82,,1642864,12.1,14.1
Jahmai Mashack,2026,20.86,,1642942,19.7,13.5
Jamir Watkins,2026,161.69333333333333,,1642364,9.4,12.0
Jase Richardson,2026,278.2416666666667,,1642859,19.3,22.9
Javon Small,2026,122.52,,1642914,17.3,15.0
Jeremiah Fears,2026,963.6,,1642847,25.0,25.5
Joan Beringer,2026,52.835,,1642866,13.8,16.3
Johni Broome,2026,39.745,,1641780,24.8,12.0
Kam Jones,2026,45.656666666666666,,1642880,15.8,20.3
Kasparas Jakučionis,2026,148.22,,1642857,13.4,13.7
Khaman Maluach,2026,74.93333333333334,,1642863,16.4,14.9
Kobe Sanders,2026,498.6016666666667,,1642920,15.3,15.9
Koby Brea,2026,7.816666666666666,,1642886,20.2,24.2
Kon Knueppel,2026,1125.595,,1642851,22.3,28.5
Lachlan Olbrich,2026,35.916666666666664,,1642950,9.3,2.6
Liam McNeeley,2026,301.3533333333333,,1642862,13.9,16.6
Maxime Raynaud,2026,616.39,,1642875,18.6,22.0
Micah Peavy,2026,446.32,,1642877,14.5,14.1
Mohamed Diawara,2026,143.30166666666668,,1642885,18.3,19.3
Nique Clifford,2026,579.0116666666667,,1642363,15.2,14.1
Noa Essengue,2026,6.033333333333333,,1642855,20.9,0.0
Noah Penda,2026,223.90166666666667,,1642869,16.5,17.7
Rasheer Fleming,2026,134.22833333333332,,1642853,18.3,17.7
Ryan Kalkbrenner,2026,665.0333333333333,,1641750,10.9,16.5
Sion James,2026,908.5766666666668,,1642883,10.6,12.3
Taelon Peter,2026,122.16833333333334,,1643007,15.7,12.9
Tre Johnson,2026,614.9166666666666,,1642848,20.7,24.5
Tyrese Proctor,2026,289.2866666666667,,1642878,20.4,20.6
VJ Edgecombe,2026,1031.2966666666666,,1642845,19.8,22.3
Will Richard,2026,604.5516666666666,,1642954,15.1,20.2
Will Riley,2026,339.59,,1642860,17.6,17.9
Yang Hansen,2026,152.05166666666668,,1642905,19.4,14.3
Yanic Konan Niederhäuser,2026,158.31666666666666,,1642949,15.2,19.0
