season,position_group,shot_type,metric,value
2013,Center-Forward,ft,makes,30.0
2013,Center-Forward,ft,pct,0.6666666666666666
2013,Forward,3p,attempts,67.5
2013,Forward,3p,makes,23.333333333333332
2013,Forward,3p,pct,0.345679012345679
2013,Forward,fg,attempts,371.14285714285717
2013,Forward,fg,makes,168.28571428571428
2013,Forward,fg,pct,0.4534257120862202
2013,Forward,ft,attempts,99.85714285714286
2013,Forward,ft,makes,71.71428571428571
2013,Forward,ft,pct,0.7181688125894135
2013,Forward-Center,3p,attempts,5.666666666666667
2013,Forward-Center,3p,makes,1.0
2013,Forward-Center,3p,pct,0.17647058823529413
2013,Forward-Center,fg,attempts,504.0
2013,Forward-Center,fg,makes,248.33333333333334
2013,Forward-Center,fg,pct,0.49272486772486773
2013,Forward-Center,ft,attempts,157.0
2013,Forward-Center,ft,makes,120.33333333333333
2013,Forward-Center,ft,pct,0.7664543524416136
2013,Forward-Guard,3p,attempts,117.0
2013,Forward-Guard,3p,makes,32.0
2013,Forward-Guard,3p,pct,0.27350427350427353
2013,Forward-Guard,fg,attempts,564.0
2013,Forward-Guard,fg,makes,260.0
2013,Forward-Guard,fg,pct,0.46099290780141844
2013,Forward-Guard,ft,attempts,128.0
2013,Forward-Guard,ft,makes,73.0
2013,Forward-Guard,ft,pct,0.5703125
2013,Guard,3p,attempts,155.875
2013,Guard,3p,makes,53.75
2013,Guard,3p,pct,0.3448275862068966
2013,Guard,fg,attempts,493.125
2013,Guard,fg,makes,201.125
2013,Guard,fg,pct,0.40785804816223065
2013,Guard,ft,attempts,118.5
2013,Guard,ft,makes,89.5
2013,Guard,ft,pct,0.7552742616033755
2014,Forward,3p,attempts,104.33333333333333
2014,Forward,3p,makes,34.0
2014,Forward,3p,pct,0.3258785942492013
2014,Forward,fg,attempts,338.0
2014,Forward,fg,makes,136.66666666666666
2014,Forward,fg,pct,0.40433925049309666
2014,Forward,ft,attempts,135.33333333333334
2014,Forward,ft,makes,97.33333333333333
2014,Forward,ft,pct,0.7192118226600985
2014,Forward-Center,3p,attempts,57.5
2014,Forward-Center,3p,makes,20.0
2014,Forward-Center,3p,pct,0.34782608695652173
2014,Forward-Center,fg,attempts,453.0
2014,Forward-Center,fg,makes,203.0
2014,Forward-Center,fg,pct,0.4481236203090508
2014,Forward-Center,ft,attempts,161.0
2014,Forward-Center,ft,makes,122.5
2014,Forward-Center,ft,pct,0.7608695652173914
2014,Guard,3p,attempts,178.75
2014,Guard,3p,makes,55.875
2014,Guard,3p,pct,0.31258741258741257
2014,Guard,fg,attempts,595.0
2014,Guard,fg,makes,239.625
2014,Guard,fg,pct,0.4027310924369748
2014,Guard,ft,attempts,147.625
2014,Guard,ft,makes,111.125
2014,Guard,ft,pct,0.7527519051651143
2014,Guard-Forward,3p,attempts,185.5
2014,Guard-Forward,3p,makes,66.0
2014,Guard-Forward,3p,pct,0.3557951482479784
2014,Guard-Forward,fg,attempts,377.5
2014,Guard-Forward,fg,makes,163.5
2014,Guard-Forward,fg,pct,0.433112582781457
2014,Guard-Forward,ft,attempts,69.0
2014,Guard-Forward,ft,makes,56.5
2014,Guard-Forward,ft,pct,0.8188405797101449
2015,Center,3p,attempts,2.0
2015,Center,3p,makes,0.0
2015,Center,3p,pct,0.0
2015,Center,fg,attempts,383.0
2015,Center,fg,makes,171.0
2015,Center,fg,pct,0.4464751958224543
2015,Center,ft,attempts,132.0
2015,Center,ft,makes,84.0
2015,Center,ft,pct,0.6363636363636364
2015,Forward,3p,attempts,78.0
2015,Forward,3p,makes,23.5
2015,Forward,3p,pct,0.30128205128205127
2015,Forward,fg,attempts,480.75
2015,Forward,fg,makes,206.25
2015,Forward,fg,pct,0.4290171606864275
2015,Forward,ft,attempts,181.0
2015,Forward,ft,makes,128.0
2015,Forward,ft,pct,0.7071823204419889
2015,Forward-Guard,3p,attempts,11.0
2015,Forward-Guard,3p,makes,3.0
2015,Forward-Guard,3p,pct,0.2727272727272727
2015,Forward-Guard,fg,attempts,89.0
2015,Forward-Guard,fg,makes,31.0
2015,Forward-Guard,fg,pct,0.34831460674157305
2015,Forward-Guard,ft,attempts,14.0
2015,Forward-Guard,ft,makes,9.0
2015,Forward-Guard,ft,pct,0.6428571428571429
2015,Guard,3p,attempts,136.375
2015,Guard,3p,makes,44.0
2015,Guard,3p,pct,0.3226397800183318
2015,Guard,fg,attempts,432.0
2015,Guard,fg,makes,173.625
2015,Guard,fg,pct,0.4019097222222222
2015,Guard,ft,attempts,103.5
2015,Guard,ft,makes,74.5
2015,Guard,ft,pct,0.7198067632850241
2015,Guard-Forward,3p,attempts,150.0
2015,Guard-Forward,3p,makes,43.0
2015,Guard-Forward,3p,pct,0.2866666666666667
2015,Guard-Forward,fg,attempts,434.0
2015,Guard-Forward,fg,makes,172.0
2015,Guard-Forward,fg,pct,0.39631336405529954
2015,Guard-Forward,ft,attempts,133.0
2015,Guard-Forward,ft,makes,100.0
2015,Guard-Forward,ft,pct,0.7518796992481203
2016,Center,3p,attempts,2.0
2016,Center,3p,makes,0.0
2016,Center,3p,pct,0.0
2016,Center,fg,attempts,339.0
2016,Center,fg,makes,191.0
2016,Center,fg,pct,0.5634218289085545
2016,Center,ft,attempts,125.0
2016,Center,ft,makes,81.0
2016,Center,ft,pct,0.648
2016,Center-Forward,3p,attempts,36.0
2016,Center-Forward,3p,makes,11.333333333333334
2016,Center-Forward,3p,pct,0.3148148148148148
2016,Center-Forward,fg,attempts,821.3333333333334
2016,Center-Forward,fg,makes,428.6666666666667
2016,Center-Forward,fg,pct,0.5219155844155844
2016,Center-Forward,ft,attempts,196.66666666666666
2016,Center-Forward,ft,makes,148.0
2016,Center-Forward,ft,pct,0.752542372881356
2016,Forward,3p,attempts,56.5
2016,Forward,3p,makes,18.25
2016,Forward,3p,pct,0.3230088495575221
2016,Forward,fg,attempts,302.5
2016,Forward,fg,makes,136.25
2016,Forward,fg,pct,0.45041322314049587
2016,Forward,ft,attempts,71.0
2016,Forward,ft,makes,50.25
2016,Forward,ft,pct,0.7077464788732394
2016,Forward-Center,3p,attempts,148.66666666666666
2016,Forward-Center,3p,makes,49.666666666666664
2016,Forward-Center,3p,pct,0.33408071748878926
2016,Forward-Center,fg,attempts,500.3333333333333
2016,Forward-Center,fg,makes,215.33333333333334
2016,Forward-Center,fg,pct,0.43037974683544306
2016,Forward-Center,ft,attempts,144.66666666666666
2016,Forward-Center,ft,makes,111.0
2016,Forward-Center,ft,pct,0.7672811059907834
2016,Forward-Guard,3p,attempts,149.0
2016,Forward-Guard,3p,makes,46.0
2016,Forward-Guard,3p,pct,0.3087248322147651
2016,Forward-Guard,fg,attempts,413.75
2016,Forward-Guard,fg,makes,168.0
2016,Forward-Guard,fg,pct,0.4060422960725076
2016,Forward-Guard,ft,attempts,82.0
2016,Forward-Guard,ft,makes,63.25
2016,Forward-Guard,ft,pct,0.7713414634146342
2016,Guard,3p,attempts,153.22222222222223
2016,Guard,3p,makes,49.44444444444444
2016,Guard,3p,pct,0.32269760696156635
2016,Guard,fg,attempts,450.6666666666667
2016,Guard,fg,makes,174.88888888888889
2016,Guard,fg,pct,0.3880670611439842
2016,Guard,ft,attempts,100.66666666666667
2016,Guard,ft,makes,76.33333333333333
2016,Guard,ft,pct,0.7582781456953642
2016,Guard-Forward,3p,attempts,270.0
2016,Guard-Forward,3p,makes,91.0
2016,Guard-Forward,3p,pct,0.337037037037037
2016,Guard-Forward,fg,attempts,542.0
2016,Guard-Forward,fg,makes,216.0
2016,Guard-Forward,fg,pct,0.3985239852398524
2016,Guard-Forward,ft,attempts,79.0
2016,Guard-Forward,ft,makes,67.0
2016,Guard-Forward,ft,pct,0.8481012658227848
2017,Center,3p,attempts,3.0
2017,Center,3p,makes,0.0
2017,Center,3p,pct,0.0
2017,Center,fg,attempts,238.0
2017,Center,fg,makes,126.0
2017,Center,fg,pct,0.5294117647058824
2017,Center,ft,attempts,49.0
2017,Center,ft,makes,32.0
2017,Center,ft,pct,0.6530612244897959
2017,Forward,3p,attempts,170.0
2017,Forward,3p,makes,53.333333333333336
2017,Forward,3p,pct,0.3137254901960784
2017,Forward,fg,attempts,513.0
2017,Forward,fg,makes,216.0
2017,Forward,fg,pct,0.42105263157894735
2017,Forward,ft,attempts,145.0
2017,Forward,ft,makes,92.33333333333333
2017,Forward,ft,pct,0.6367816091954023
2017,Forward-Center,3p,attempts,80.33333333333333
2017,Forward-Center,3p,makes,27.333333333333332
2017,Forward-Center,3p,pct,0.34024896265560167
2017,Forward-Center,fg,attempts,293.3333333333333
2017,Forward-Center,fg,makes,130.66666666666666
2017,Forward-Center,fg,pct,0.44545454545454544
2017,Forward-Center,ft,attempts,63.333333333333336
2017,Forward-Center,ft,makes,42.666666666666664
2017,Forward-Center,ft,pct,0.6736842105263158
2017,Guard,3p,attempts,210.16666666666666
2017,Guard,3p,makes,74.5
2017,Guard,3p,pct,0.35448057097541635
2017,Guard,fg,attempts,533.0
2017,Guard,fg,makes,223.33333333333334
2017,Guard,fg,pct,0.41901188242651655
2017,Guard,ft,attempts,88.5
2017,Guard,ft,makes,72.5
2017,Guard,ft,pct,0.8192090395480226
2017,Guard-Forward,3p,attempts,104.33333333333333
2017,Guard-Forward,3p,makes,32.333333333333336
2017,Guard-Forward,3p,pct,0.30990415335463256
2017,Guard-Forward,fg,attempts,293.6666666666667
2017,Guard-Forward,fg,makes,128.0
2017,Guard-Forward,fg,pct,0.4358683314415437
2017,Guard-Forward,ft,attempts,87.66666666666667
2017,Guard-Forward,ft,makes,65.33333333333333
2017,Guard-Forward,ft,pct,0.7452471482889734
2018,Center,3p,attempts,15.0
2018,Center,3p,makes,5.0
2018,Center,3p,pct,0.3333333333333333
2018,Center,fg,attempts,397.0
2018,Center,fg,makes,234.0
2018,Center,fg,pct,0.5894206549118388
2018,Center,ft,attempts,147.0
2018,Center,ft,makes,114.0
2018,Center,ft,pct,0.7755102040816326
2018,Center-Forward,3p,attempts,7.0
2018,Center-Forward,3p,makes,0.0
2018,Center-Forward,3p,pct,0.0
2018,Center-Forward,fg,attempts,340.0
2018,Center-Forward,fg,makes,174.0
2018,Center-Forward,fg,pct,0.5117647058823529
2018,Center-Forward,ft,attempts,179.0
2018,Center-Forward,ft,makes,129.0
2018,Center-Forward,ft,pct,0.7206703910614525
2018,Forward,3p,attempts,139.33333333333334
2018,Forward,3p,makes,47.166666666666664
2018,Forward,3p,pct,0.33851674641148327
2018,Forward,fg,attempts,333.85714285714283
2018,Forward,fg,makes,153.85714285714286
2018,Forward,fg,pct,0.46084724005134786
2018,Forward,ft,attempts,61.142857142857146
2018,Forward,ft,makes,43.0
2018,Forward,ft,pct,0.7032710280373832
2018,Forward-Center,3p,attempts,224.0
2018,Forward-Center,3p,makes,80.5
2018,Forward-Center,3p,pct,0.359375
2018,Forward-Center,fg,attempts,703.5
2018,Forward-Center,fg,makes,344.0
2018,Forward-Center,fg,pct,0.48898365316275766
2018,Forward-Center,ft,attempts,176.0
2018,Forward-Center,ft,makes,136.5
2018,Forward-Center,ft,pct,0.7755681818181818
2018,Forward-Guard,3p,attempts,219.5
2018,Forward-Guard,3p,makes,89.0
2018,Forward-Guard,3p,pct,0.4054669703872437
2018,Forward-Guard,fg,attempts,590.5
2018,Forward-Guard,fg,makes,280.0
2018,Forward-Guard,fg,pct,0.4741744284504657
2018,Forward-Guard,ft,attempts,160.0
2018,Forward-Guard,ft,makes,126.0
2018,Forward-Guard,ft,pct,0.7875
2018,Guard,3p,attempts,225.0
2018,Guard,3p,makes,77.0909090909091
2018,Guard,3p,pct,0.3426262626262626
2018,Guard,fg,attempts,591.5454545454545
2018,Guard,fg,makes,239.54545454545453
2018,Guard,fg,pct,0.404948516981712
2018,Guard,ft,attempts,118.0
2018,Guard,ft,makes,86.9090909090909
2018,Guard,ft,pct,0.736517719568567
2018,Guard-Forward,3p,attempts,153.75
2018,Guard-Forward,3p,makes,48.5
2018,Guard-Forward,3p,pct,0.3154471544715447
2018,Guard-Forward,fg,attempts,525.25
2018,Guard-Forward,fg,makes,220.75
2018,Guard-Forward,fg,pct,0.42027605901951454
2018,Guard-Forward,ft,attempts,123.5
2018,Guard-Forward,ft,makes,85.5
2018,Guard-Forward,ft,pct,0.6923076923076923
2019,Center,3p,attempts,37.0
2019,Center,3p,makes,10.5
2019,Center,3p,pct,0.28378378378378377
2019,Center,fg,attempts,556.5
2019,Center,fg,makes,313.0
2019,Center,fg,pct,0.5624438454627134
2019,Center,ft,attempts,126.0
2019,Center,ft,makes,89.0
2019,Center,ft,pct,0.7063492063492064
2019,Center-Forward,3p,attempts,32.0
2019,Center-Forward,3p,makes,6.0
2019,Center-Forward,3p,pct,0.1875
2019,Center-Forward,fg,attempts,331.0
2019,Center-Forward,fg,makes,191.0
2019,Center-Forward,fg,pct,0.5770392749244713
2019,Center-Forward,ft,attempts,123.5
2019,Center-Forward,ft,makes,85.0
2019,Center-Forward,ft,pct,0.6882591093117408
2019,Forward,3p,attempts,150.83333333333334
2019,Forward,3p,makes,49.5
2019,Forward,3p,pct,0.3281767955801105
2019,Forward,fg,attempts,422.8333333333333
2019,Forward,fg,makes,195.0
2019,Forward,fg,pct,0.46117461568782026
2019,Forward,ft,attempts,97.16666666666667
2019,Forward,ft,makes,70.5
2019,Forward,ft,pct,0.725557461406518
2019,Forward-Center,3p,attempts,109.5
2019,Forward-Center,3p,makes,36.5
2019,Forward-Center,3p,pct,0.3333333333333333
2019,Forward-Center,fg,attempts,380.0
2019,Forward-Center,fg,makes,184.5
2019,Forward-Center,fg,pct,0.4855263157894737
2019,Forward-Center,ft,attempts,125.0
2019,Forward-Center,ft,makes,97.0
2019,Forward-Center,ft,pct,0.776
2019,Forward-Guard,3p,attempts,232.0
2019,Forward-Guard,3p,makes,73.66666666666667
2019,Forward-Guard,3p,pct,0.3175287356321839
2019,Forward-Guard,fg,attempts,561.6666666666666
2019,Forward-Guard,fg,makes,238.66666666666666
2019,Forward-Guard,fg,pct,0.42492581602373886
2019,Forward-Guard,ft,attempts,190.0
2019,Forward-Guard,ft,makes,135.33333333333334
2019,Forward-Guard,ft,pct,0.712280701754386
2019,Guard,3p,attempts,189.63636363636363
2019,Guard,3p,makes,66.63636363636364
2019,Guard,3p,pct,0.3513902205177373
2019,Guard,fg,attempts,518.3636363636364
2019,Guard,fg,makes,220.63636363636363
2019,Guard,fg,pct,0.4256401262714837
2019,Guard,ft,attempts,129.72727272727272
2019,Guard,ft,makes,102.45454545454545
2019,Guard,ft,pct,0.7897687456201822
2019,Guard-Forward,3p,attempts,212.0
2019,Guard-Forward,3p,makes,73.5
2019,Guard-Forward,3p,pct,0.3466981132075472
2019,Guard-Forward,fg,attempts,418.5
2019,Guard-Forward,fg,makes,172.0
2019,Guard-Forward,fg,pct,0.4109916367980884
2019,Guard-Forward,ft,attempts,63.5
2019,Guard-Forward,ft,makes,48.25
2019,Guard-Forward,ft,pct,0.7598425196850394
2020,Center-Forward,3p,attempts,23.0
2020,Center-Forward,3p,makes,4.5
2020,Center-Forward,3p,pct,0.1956521739130435
2020,Center-Forward,fg,attempts,204.5
2020,Center-Forward,fg,makes,122.0
2020,Center-Forward,fg,pct,0.5965770171149144
2020,Center-Forward,ft,attempts,111.5
2020,Center-Forward,ft,makes,73.5
2020,Center-Forward,ft,pct,0.6591928251121076
2020,Forward,3p,attempts,111.57142857142857
2020,Forward,3p,makes,34.42857142857143
2020,Forward,3p,pct,0.3085787451984635
2020,Forward,fg,attempts,415.2857142857143
2020,Forward,fg,makes,200.57142857142858
2020,Forward,fg,pct,0.48297213622291024
2020,Forward,ft,attempts,109.28571428571429
2020,Forward,ft,makes,80.71428571428571
2020,Forward,ft,pct,0.738562091503268
2020,Forward-Center,fg,attempts,134.0
2020,Forward-Center,fg,makes,94.0
2020,Forward-Center,fg,pct,0.7014925373134329
2020,Forward-Center,ft,attempts,60.0
2020,Forward-Center,ft,makes,32.0
2020,Forward-Center,ft,pct,0.5333333333333333
2020,Forward-Guard,3p,attempts,202.5
2020,Forward-Guard,3p,makes,67.0
2020,Forward-Guard,3p,pct,0.3308641975308642
2020,Forward-Guard,fg,attempts,528.75
2020,Forward-Guard,fg,makes,212.5
2020,Forward-Guard,fg,pct,0.40189125295508277
2020,Forward-Guard,ft,attempts,142.0
2020,Forward-Guard,ft,makes,98.75
2020,Forward-Guard,ft,pct,0.6954225352112676
2020,Guard,3p,attempts,257.8333333333333
2020,Guard,3p,makes,89.0
2020,Guard,3p,pct,0.3451842275371687
2020,Guard,fg,attempts,637.8333333333334
2020,Guard,fg,makes,262.3333333333333
2020,Guard,fg,pct,0.411288215312255
2020,Guard,ft,attempts,127.5
2020,Guard,ft,makes,101.83333333333333
2020,Guard,ft,pct,0.7986928104575164
2020,Guard-Forward,3p,attempts,121.2
2020,Guard-Forward,3p,makes,39.2
2020,Guard-Forward,3p,pct,0.3234323432343234
2020,Guard-Forward,fg,attempts,289.4
2020,Guard-Forward,fg,makes,120.6
2020,Guard-Forward,fg,pct,0.41672425708362126
2020,Guard-Forward,ft,attempts,60.4
2020,Guard-Forward,ft,makes,36.4
2020,Guard-Forward,ft,pct,0.6026490066225165
2021,Forward,3p,attempts,157.0
2021,Forward,3p,makes,52.5
2021,Forward,3p,pct,0.3343949044585987
2021,Forward,fg,attempts,378.0
2021,Forward,fg,makes,165.5
2021,Forward,fg,pct,0.43783068783068785
2021,Forward,ft,attempts,59.5
2021,Forward,ft,makes,42.0
2021,Forward,ft,pct,0.7058823529411765
2021,Forward-Center,3p,attempts,41.666666666666664
2021,Forward-Center,3p,makes,15.0
2021,Forward-Center,3p,pct,0.36
2021,Forward-Center,fg,attempts,220.66666666666666
2021,Forward-Center,fg,makes,124.0
2021,Forward-Center,fg,pct,0.5619335347432024
2021,Forward-Center,ft,attempts,54.666666666666664
2021,Forward-Center,ft,makes,37.333333333333336
2021,Forward-Center,ft,pct,0.6829268292682927
2021,Forward-Guard,3p,attempts,214.0
2021,Forward-Guard,3p,makes,62.0
2021,Forward-Guard,3p,pct,0.2897196261682243
2021,Forward-Guard,fg,attempts,559.0
2021,Forward-Guard,fg,makes,235.0
2021,Forward-Guard,fg,pct,0.4203935599284436
2021,Forward-Guard,ft,attempts,157.0
2021,Forward-Guard,ft,makes,114.0
2021,Forward-Guard,ft,pct,0.7261146496815286
2021,Guard,3p,attempts,213.72727272727272
2021,Guard,3p,makes,77.54545454545455
2021,Guard,3p,pct,0.36282433007230963
2021,Guard,fg,attempts,467.8181818181818
2021,Guard,fg,makes,198.1818181818182
2021,Guard,fg,pct,0.4236300038865138
2021,Guard,ft,attempts,87.72727272727273
2021,Guard,ft,makes,67.72727272727273
2021,Guard,ft,pct,0.772020725388601
2021,Guard-Forward,3p,attempts,284.0
2021,Guard-Forward,3p,makes,107.5
2021,Guard-Forward,3p,pct,0.3785211267605634
2021,Guard-Forward,fg,attempts,434.5
2021,Guard-Forward,fg,makes,178.5
2021,Guard-Forward,fg,pct,0.4108170310701956
2021,Guard-Forward,ft,attempts,87.5
2021,Guard-Forward,ft,makes,73.0
2021,Guard-Forward,ft,pct,0.8342857142857143
2022,Center,3p,attempts,72.0
2022,Center,3p,makes,18.0
2022,Center,3p,pct,0.25
2022,Center,fg,attempts,389.5
2022,Center,fg,makes,199.0
2022,Center,fg,pct,0.5109114249037228
2022,Center,ft,attempts,138.5
2022,Center,ft,makes,92.0
2022,Center,ft,pct,0.6642599277978339
2022,Forward,3p,attempts,172.875
2022,Forward,3p,makes,59.875
2022,Forward,3p,pct,0.34634851771511205
2022,Forward,fg,attempts,422.0
2022,Forward,fg,makes,194.5
2022,Forward,fg,pct,0.4609004739336493
2022,Forward,ft,attempts,84.25
2022,Forward,ft,makes,68.875
2022,Forward,ft,pct,0.8175074183976261
2022,Forward-Center,3p,attempts,52.0
2022,Forward-Center,3p,makes,22.0
2022,Forward-Center,3p,pct,0.4230769230769231
2022,Forward-Center,fg,attempts,115.0
2022,Forward-Center,fg,makes,57.0
2022,Forward-Center,fg,pct,0.4956521739130435
2022,Forward-Center,ft,attempts,22.0
2022,Forward-Center,ft,makes,18.0
2022,Forward-Center,ft,pct,0.8181818181818182
2022,Forward-Guard,3p,attempts,193.0
2022,Forward-Guard,3p,makes,58.0
2022,Forward-Guard,3p,pct,0.3005181347150259
2022,Forward-Guard,fg,attempts,932.0
2022,Forward-Guard,fg,makes,459.0
2022,Forward-Guard,fg,pct,0.4924892703862661
2022,Forward-Guard,ft,attempts,215.0
2022,Forward-Guard,ft,makes,158.0
2022,Forward-Guard,ft,pct,0.7348837209302326
2022,Guard,3p,attempts,215.5625
2022,Guard,3p,makes,69.75
2022,Guard,3p,pct,0.3235720498695274
2022,Guard,fg,attempts,525.3125
2022,Guard,fg,makes,220.5
2022,Guard,fg,pct,0.4197501487209994
2022,Guard,ft,attempts,97.5625
2022,Guard,ft,makes,76.1875
2022,Guard,ft,pct,0.7809096732863549
2023,Center,3p,attempts,2.5
2023,Center,3p,makes,0.5
2023,Center,3p,pct,0.2
2023,Center,fg,attempts,354.3333333333333
2023,Center,fg,makes,238.66666666666666
2023,Center,fg,pct,0.6735653809971778
2023,Center,ft,attempts,137.66666666666666
2023,Center,ft,makes,81.66666666666667
2023,Center,ft,pct,0.5932203389830508
2023,Forward,3p,attempts,219.41666666666666
2023,Forward,3p,makes,74.08333333333333
2023,Forward,3p,pct,0.33763767565514624
2023,Forward,fg,attempts,527.0833333333334
2023,Forward,fg,makes,229.25
2023,Forward,fg,pct,0.4349407114624506
2023,Forward,ft,attempts,115.58333333333333
2023,Forward,ft,makes,86.33333333333333
2023,Forward,ft,pct,0.7469358327325162
2023,Guard,3p,attempts,148.625
2023,Guard,3p,makes,52.5
2023,Guard,3p,pct,0.35323801513877207
2023,Guard,fg,attempts,355.0
2023,Guard,fg,makes,148.25
2023,Guard,fg,pct,0.4176056338028169
2023,Guard,ft,attempts,90.625
2023,Guard,ft,makes,66.875
2023,Guard,ft,pct,0.7379310344827587
2023,Guard-Forward,3p,attempts,259.3333333333333
2023,Guard-Forward,3p,makes,88.33333333333333
2023,Guard-Forward,3p,pct,0.34061696658097684
2023,Guard-Forward,fg,attempts,796.3333333333334
2023,Guard-Forward,fg,makes,370.3333333333333
2023,Guard-Forward,fg,pct,0.46504813729593975
2023,Guard-Forward,ft,attempts,235.66666666666666
2023,Guard-Forward,ft,makes,193.33333333333334
2023,Guard-Forward,ft,pct,0.8203677510608204
2024,Center,3p,attempts,2.0
2024,Center,3p,makes,0.0
2024,Center,3p,pct,0.0
2024,Center,fg,attempts,296.0
2024,Center,fg,makes,221.0
2024,Center,fg,pct,0.7466216216216216
2024,Center,ft,attempts,81.0
2024,Center,ft,makes,41.0
2024,Center,ft,pct,0.5061728395061729
2024,Forward,3p,attempts,150.875
2024,Forward,3p,makes,52.125
2024,Forward,3p,pct,0.34548467274233635
2024,Forward,fg,attempts,372.125
2024,Forward,fg,makes,172.5
2024,Forward,fg,pct,0.4635539133355727
2024,Forward,ft,attempts,80.125
2024,Forward,ft,makes,56.75
2024,Forward,ft,pct,0.7082683307332294
2024,Forward-Center,3p,attempts,213.5
2024,Forward-Center,3p,makes,70.0
2024,Forward-Center,3p,pct,0.32786885245901637
2024,Forward-Center,fg,attempts,639.5
2024,Forward-Center,fg,makes,300.5
2024,Forward-Center,fg,pct,0.4698983580922596
2024,Forward-Center,ft,attempts,198.5
2024,Forward-Center,ft,makes,156.5
2024,Forward-Center,ft,pct,0.7884130982367759
2024,Guard,3p,attempts,222.77777777777777
2024,Guard,3p,makes,78.55555555555556
2024,Guard,3p,pct,0.35261845386533663
2024,Guard,fg,attempts,513.4444444444445
2024,Guard,fg,makes,222.44444444444446
2024,Guard,fg,pct,0.43323955853711316
2024,Guard,ft,attempts,105.77777777777777
2024,Guard,ft,makes,84.22222222222223
2024,Guard,ft,pct,0.7962184873949579
2024,Guard-Forward,3p,attempts,83.0
2024,Guard-Forward,3p,makes,19.0
2024,Guard-Forward,3p,pct,0.2289156626506024
2024,Guard-Forward,fg,attempts,362.3333333333333
2024,Guard-Forward,fg,makes,175.0
2024,Guard-Forward,fg,pct,0.48298068077276907
2024,Guard-Forward,ft,attempts,99.66666666666667
2024,Guard-Forward,ft,makes,65.33333333333333
2024,Guard-Forward,ft,pct,0.6555183946488294
2025,Center,3p,attempts,136.14285714285714
2025,Center,3p,makes,46.0
2025,Center,3p,pct,0.3378803777544596
2025,Center,fg,attempts,477.57142857142856
2025,Center,fg,makes,238.0
2025,Center,fg,pct,0.4983547711636255
2025,Center,ft,attempts,119.57142857142857
2025,Center,ft,makes,78.71428571428571
2025,Center,ft,pct,0.6583034647550776
2025,Forward,3p,attempts,240.7
2025,Forward,3p,makes,81.8
2025,Forward,3p,pct,0.3398421271292065
2025,Forward,fg,attempts,479.7
2025,Forward,fg,makes,212.2
2025,Forward,fg,pct,0.44235980821346677
2025,Forward,ft,attempts,91.5
2025,Forward,ft,makes,67.6
2025,Forward,ft,pct,0.7387978142076502
2025,Guard,3p,attempts,183.0
2025,Guard,3p,makes,59.2
2025,Guard,3p,pct,0.32349726775956283
2025,Guard,fg,attempts,419.8
2025,Guard,fg,makes,174.9
2025,Guard,fg,pct,0.4166269652215341
2025,Guard,ft,attempts,91.5
2025,Guard,ft,makes,68.3
2025,Guard,ft,pct,0.746448087431694
2025,Guard-Forward,3p,attempts,58.0
2025,Guard-Forward,3p,makes,20.0
2025,Guard-Forward,3p,pct,0.3448275862068966
2025,Guard-Forward,fg,attempts,149.0
2025,Guard-Forward,fg,makes,64.0
2025,Guard-Forward,fg,pct,0.42953020134228187
2025,Guard-Forward,ft,attempts,24.0
2025,Guard-Forward,ft,makes,19.0
2025,Guard-Forward,ft,pct,0.7916666666666666
