Rk,Player,PTS/100 Poss.,MP/G,G,USG%,TS%,Season,Team,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Class,Player-additional
550,Stefan Vaaks,26.3,31.3,21,23.7,.551,2025-26,Providence,21,13,1.5,115,120,1.3,0.2,.091,3.9,-0.9,2.9,15.4,2.0,6.5,4.4,17.9,1.6,1.2,12.2,23.7,G,FR,stefan-vaaks-1
551,Chris Perry,26.3,20.5,32,24.5,.522,2013-14,South Florida,32,10,1.7,105,105,0.9,0.8,.106,0.3,-0.2,0.1,18.3,11.3,18.6,14.9,5.2,0.8,3.7,11.9,24.5,F,FR,chris-perry-1
552,Massamba Diop,26.3,28.8,21,20.4,.654,2025-26,Arizona State,21,21,2.2,124,111,1.5,0.7,.145,4.3,2.4,6.7,22.1,7.6,15.9,11.7,7.8,1.6,8.0,13.5,20.4,C,FR,massamba-diop-1
553,Mark Gasperini,26.3,27.3,30,27.0,.514,2016-17,American,30,29,1.4,97,107,0.6,0.8,.070,-1.7,-2.0,-3.7,15.9,6.4,13.6,9.9,14.5,1.3,2.1,14.1,27.0,F,FR,mark-gasperini-1
554,Doron Lamb,26.3,28.4,38,20.1,.631,2010-11,Kentucky,38,14,4.7,125,103,3.5,1.2,.174,4.3,1.9,6.2,18.8,2.1,5.6,3.9,11.3,1.2,0.6,11.9,20.1,G,FR,doron-lamb-1
555,Kennedy Chandler,26.3,30.8,34,25.0,.539,2021-22,Tennessee,34,34,4.6,108,92,2.2,2.4,.176,4.2,4.8,9.0,20.2,2.5,9.7,6.0,32.3,4.1,0.9,16.2,25.0,G,FR,kennedy-chandler-1
556,Justise Winslow,26.3,29.1,39,22.9,.572,2014-15,Duke,39,39,5.5,115,93,3.1,2.5,.196,5.3,4.6,10.0,22.3,5.4,19.8,13.1,13.2,2.8,2.9,14.2,22.9,F,FR,justise-winslow-1
557,Keith McDougald,26.3,20.3,31,26.2,.500,2010-11,Jacksonville,31,15,1.7,98,97,0.6,1.1,.107,-0.8,0.1,-0.7,13.4,4.8,9.0,6.8,10.3,2.7,0.2,16.3,26.2,G,FR,keith-mcdougle-1
558,DeVante Jones,26.3,29.8,23,23.0,.586,2018-19,Coastal Carolina,23,20,2.7,117,105,1.9,0.8,.158,2.7,0.1,2.8,20.3,3.2,11.7,7.5,24.2,2.5,0.2,16.0,23.0,G,FR,devante-jones-2
559,Francis Folefac,26.3,25.0,21,22.5,.608,2025-26,Siena,21,12,2.2,115,99,1.0,1.1,.167,0.5,1.9,2.5,20.2,8.2,13.9,11.0,13.0,2.6,4.8,17.5,22.5,F,FR,francis-folefac-1
560,Teyvion Kirk,26.3,32.0,31,28.0,.519,2017-18,Ohio,31,31,2.2,97,101,0.6,1.5,.088,-1.2,0.5,-0.8,16.2,3.8,16.9,10.4,19.4,2.3,0.6,18.7,28.0,G,FR,teyvion-kirk-1
561,T.J. Warren,26.2,27.0,35,19.5,.638,2012-13,NC State,35,14,4.1,128,105,3.4,0.8,.174,6.1,1.8,7.9,23.5,9.6,8.8,9.2,5.9,2.6,1.5,9.3,19.5,F,FR,tj-warren-1
562,Kyle Casey,26.2,23.4,29,22.4,.642,2009-10,Harvard,29,10,2.9,115,97,1.8,1.1,.173,,,,19.2,7.6,19.2,13.8,9.6,0.9,4.4,20.1,22.4,F,FR,kyle-casey-1
563,Chris Lykes,26.2,21.6,32,25.8,.533,2017-18,Miami (FL),32,10,1.8,103,105,0.9,0.9,.103,1.0,1.0,1.9,14.2,0.5,6.1,3.3,20.4,2.1,0.2,16.8,25.8,G,FR,chris-lykes-1
564,Matt Lewis,26.2,31.8,32,23.6,.522,2017-18,James Madison,32,15,3.0,113,110,2.3,0.7,.120,1.9,-0.9,1.0,17.5,2.6,11.2,6.6,14.6,1.8,0.6,8.3,23.6,G,FR,matt-lewis-1
565,JT Terrell,26.2,24.0,32,27.7,.504,2010-11,Wake Forest,32,16,0.5,95,115,0.5,0.0,.028,-0.1,-2.7,-2.8,12.7,3.1,6.7,5.0,15.6,1.5,0.1,16.7,27.7,G,FR,jt-terrell-1
566,Dawson Baker,26.2,23.6,25,22.4,.574,2020-21,UC Irvine,25,17,2.6,114,96,1.5,1.1,.178,1.9,1.6,3.5,19.4,3.2,7.8,5.6,11.3,2.4,0.6,12.1,22.4,G,FR,dawson-baker-1
567,Max Green,26.2,34.4,31,26.3,.536,2024-25,Holy Cross,31,31,2.4,104,109,1.3,1.1,.090,0.7,-2.6,-2.0,16.3,3.8,15.8,10.0,20.9,1.5,0.9,16.5,26.3,G,FR,max-green-1
568,Jordan Howard,26.2,33.7,29,24.9,.552,2014-15,Central Arkansas,29,29,0.7,102,121,1.3,-0.5,.031,0.6,-5.7,-5.2,13.4,0.7,7.9,4.3,14.1,0.8,0.0,15.7,24.9,G,FR,jordan-howard-2
569,Mo Evans,26.2,21.8,36,21.2,.639,2013-14,IPFW,36,0,3.0,121,107,2.2,0.8,.152,2.4,0.7,3.1,20.3,2.6,12.9,7.8,16.4,3.4,0.7,16.4,21.2,G,FR,mo-evans-1
570,Tyrell Terry,26.2,32.6,31,24.5,.589,2019-20,Stanford,31,31,4.5,108,91,2.3,2.3,.179,3.4,2.7,6.1,19.3,1.4,14.4,8.3,20.3,2.5,0.2,17.5,24.5,G,FR,tyrell-terry-1
571,Andre Hollins,26.2,21.1,37,25.5,.554,2011-12,Minnesota,37,21,2.0,101,103,1.1,0.8,.100,1.3,1.5,2.8,15.0,1.7,11.4,6.5,18.5,2.6,0.8,21.3,25.5,G,FR,andre-hollins-1
572,Duane Wilson,26.2,28.1,32,25.5,.519,2014-15,Marquette,32,29,2.0,101,106,1.2,0.8,.088,1.2,1.2,2.4,15.3,1.8,8.4,5.1,17.2,2.6,1.0,13.9,25.5,G,FR,duane-wilson-1
573,Baye Ndongo,26.2,27.8,29,23.8,.585,2023-24,Georgia Tech,29,29,2.1,105,105,1.1,1.1,.105,1.3,1.6,3.0,19.8,10.3,22.2,16.3,7.9,1.6,4.3,19.4,23.8,F,FR,baye-ndongo-1
574,Garrett Johnson,26.1,29.2,23,22.4,.589,2023-24,George Washington,23,23,2.0,113,109,1.3,0.7,.119,1.9,-0.8,1.1,17.4,3.8,16.6,10.5,6.6,1.5,1.2,12.4,22.4,G,FR,garrett-johnson-3
575,Sheldon McClellan,26.1,25.9,34,21.3,.556,2011-12,Texas,34,9,3.5,121,104,2.6,0.9,.159,5.2,2.2,7.3,19.8,5.2,10.6,7.8,5.2,2.4,0.4,8.0,21.3,G,FR,sheldon-mcclellan-1
576,Obi Emegano,26.1,33.3,33,24.9,.550,2011-12,Western Illinois,33,31,3.0,102,101,1.6,1.4,.108,-2.7,-0.2,-2.9,16.5,2.8,14.9,8.5,7.5,2.1,0.1,14.6,24.9,G,FR,obi-emegano-2
577,Brandon Benjamin,26.1,31.5,21,20.6,.610,2025-26,Fairfield,21,21,2.9,123,104,1.8,1.1,.175,2.4,-1.7,0.8,24.1,14.0,21.8,17.7,7.0,1.2,5.1,13.6,20.6,F,FR,brandon-benjamin-1
578,Greg Brown,26.1,20.6,26,26.9,.535,2020-21,Texas,26,24,1.5,94,92,0.3,1.2,.113,-0.2,2.7,2.5,16.0,6.7,26.0,16.8,3.8,1.6,5.0,20.9,26.9,F,FR,greg-brown-9
579,Wynston Tabbs,26.1,31.2,15,23.4,.547,2018-19,Boston College,15,14,1.5,111,106,1.0,0.5,.126,1.9,1.2,3.1,18.6,1.2,12.3,6.8,19.2,2.1,0.7,11.6,23.4,G,FR,wynston-tabbs-1
580,Joe Jackson,26.1,21.9,35,28.2,.532,2010-11,Memphis,35,27,1.5,95,103,0.6,0.9,.079,0.1,-0.3,-0.1,15.0,4.2,6.8,5.6,29.3,2.6,0.7,26.2,28.2,G,FR,joe-jackson-1
581,Xavier Rathan-Mayes,26.1,34.7,32,27.2,.512,2014-15,Florida State,32,30,2.5,99,105,1.4,1.1,.089,2.4,0.2,2.6,15.6,1.9,10.0,6.2,29.0,1.9,0.0,18.9,27.2,G,FR,xavier-rathan-mayes-1
582,J.C. Hampton,26.1,31.4,30,24.2,.565,2013-14,Lipscomb,30,30,1.9,106,112,1.4,0.5,.083,0.9,-2.0,-1.1,15.2,0.8,10.7,5.6,20.5,1.8,0.6,15.9,24.2,G,FR,jc-hampton-1
583,Tyrell Nelson,26.1,20.4,32,23.3,.558,2013-14,Gardner-Webb,32,4,2.2,108,100,1.1,1.1,.137,-2.3,-0.8,-3.1,18.8,11.4,17.8,14.5,5.1,2.1,2.1,14.4,23.3,F,FR,tyrell-nelson-1
584,Alex Poythress,26.1,25.8,33,21.4,.636,2012-13,Kentucky,33,31,3.5,115,99,2.3,1.2,.165,2.2,0.4,2.6,19.8,8.9,18.1,13.7,5.2,0.6,1.6,18.5,21.4,F,FR,alex-poythress-1
585,E.C. Matthews,26.1,32.5,32,24.6,.535,2013-14,Rhode Island,32,25,3.1,105,102,1.5,1.6,.119,2.3,1.2,3.5,16.6,3.2,11.8,7.6,16.3,1.7,2.1,15.1,24.6,G,FR,ec-matthews-1
586,MaCio Teague,26.1,34.1,33,20.4,.613,2016-17,UNC Asheville,33,32,5.6,127,100,3.7,1.9,.198,4.7,0.0,4.6,21.5,1.9,14.3,8.1,15.3,1.8,0.8,6.9,20.4,G,FR,macio-teague-1
587,Francis Nwaokorie,26.1,26.4,29,21.9,.649,2021-22,UC San Diego,29,24,3.4,119,102,2.4,1.0,.177,1.8,-1.0,0.8,21.3,9.0,17.7,13.5,12.3,1.8,2.0,15.9,21.9,F,FR,francis-nwaokorie-1
588,Justin Turner,26.1,33.9,31,25.2,.516,2017-18,Bowling Green,31,31,2.4,103,108,1.4,1.0,.091,0.8,-0.4,0.5,16.2,2.6,9.3,5.9,16.3,2.5,0.9,13.4,25.2,G,FR,justin-turner-1
589,Mackenzie Mgbako,26.1,27.1,33,24.4,.524,2023-24,Indiana,33,33,2.0,107,112,1.4,0.7,.091,2.2,0.1,2.3,14.7,4.6,12.2,8.6,9.3,0.9,1.5,9.6,24.4,F,FR,mackenzie-mgbako-2
590,Myles Powell,26.1,23.8,33,22.4,.536,2016-17,Seton Hall,33,2,2.7,114,104,1.7,1.0,.136,3.3,2.1,5.4,16.0,2.6,8.0,5.2,7.3,2.2,0.8,8.9,22.4,G,FR,myles-powell-1
591,Nana Foulland,26.0,24.4,34,23.5,.555,2014-15,Bucknell,34,34,2.5,108,105,1.7,0.8,.120,-0.1,-0.9,-1.0,20.4,10.7,17.2,13.9,6.8,1.1,4.8,13.3,23.5,C,FR,nana-fouland-1
592,Brian Bennett,26.0,23.9,32,22.2,.544,2012-13,Cal Poly,32,32,2.5,115,107,2.0,0.5,.132,1.1,-1.7,-0.7,20.0,9.6,17.3,13.0,8.2,1.0,1.8,7.7,22.2,F,FR,brian-bennett-1
593,Keldon Johnson,26.0,30.7,37,22.7,.558,2018-19,Kentucky,37,36,4.9,116,98,2.9,2.0,.171,4.1,2.6,6.7,18.5,5.5,16.5,11.3,10.4,1.5,0.6,11.8,22.7,G,FR,keldon-johnson-1
594,Evan Gilyard,26.0,20.2,31,28.8,.512,2017-18,UTEP,31,13,0.8,91,103,0.0,0.9,.052,-2.6,-0.6,-3.1,12.4,1.4,9.0,5.3,17.4,2.4,0.2,20.0,28.8,G,FR,evan-gilyard-1
595,Reed Timmer,26.0,29.9,31,25.3,.549,2014-15,Drake,31,29,1.6,105,117,1.7,-0.1,.067,0.8,-3.6,-2.8,16.1,1.3,9.3,5.5,20.9,1.2,0.1,15.2,25.3,G,FR,reed-timmer-1
596,Matthew Hurt,26.0,20.5,31,20.4,.600,2019-20,Duke,31,22,3.3,125,96,2.1,1.1,.205,5.8,2.0,7.8,21.6,8.4,11.6,10.0,7.6,1.2,3.3,9.7,20.4,F,FR,matthew-hurt-1
597,Kasparas Jakucionis,26.0,31.8,33,24.2,.590,2024-25,Illinois,33,33,3.7,112,105,2.2,1.5,.141,4.0,2.6,6.6,17.4,4.9,13.6,9.5,26.0,1.5,0.8,22.7,24.2,G,FR,kasparas-jakucionis-1
598,D.J. Carton,26.0,23.9,20,24.8,.593,2019-20,Ohio State,20,3,1.8,106,97,1.0,0.8,.148,3.7,2.5,6.3,17.9,2.6,10.7,6.9,27.0,1.6,2.0,22.9,24.8,G,FR,dj-carton-1
599,Jerry Deng,26.0,21.9,33,21.5,.582,2023-24,Hampton,33,11,2.2,116,111,1.6,0.6,.119,0.0,-2.6,-2.6,18.2,5.6,15.0,10.3,4.6,1.0,2.4,10.1,21.5,F,FR,jerry-deng-1
600,Colbey Ross,26.0,31.8,32,23.9,.581,2017-18,Pepperdine,32,32,2.5,113,117,2.5,0.1,.100,2.9,-1.3,1.7,19.4,1.3,10.4,5.7,36.0,1.9,0.6,18.6,23.9,G,FR,colbey-ross-1
601,Marshall Henderson,26.0,27.4,30,24.4,.520,2009-10,Utah,30,30,2.0,103,104,1.2,0.8,.100,,,,14.5,1.0,9.4,5.4,7.9,1.6,0.3,9.8,24.4,G,FR,marshall-henderson-1
602,Nyle Ralph-Beyer,26.0,20.8,32,19.7,.599,2024-25,Sacred Heart,32,8,1.9,122,114,1.5,0.4,.112,1.0,-3.1,-2.1,15.2,3.1,9.2,6.1,4.1,0.8,0.3,5.6,19.7,G,FR,nyle-ralph-beyer-1
603,Sam Griffin,26.0,21.1,32,23.1,.543,2019-20,UT Arlington,32,15,1.7,104,104,1.0,0.7,.102,1.1,0.1,1.1,15.1,0.2,6.7,3.4,11.8,1.7,0.0,9.5,23.1,G,FR,sam-griffin-1
604,Justin Winston,26.0,20.2,31,24.5,.523,2019-20,St. Bonaventure,31,28,1.5,102,104,0.9,0.6,.098,0.8,-1.2,-0.4,15.2,4.4,14.9,9.7,7.6,0.9,1.1,12.6,24.5,F,FR,justin-winston-1
605,DJ Davis,26.0,20.2,25,25.7,.510,2020-21,UC Irvine,25,0,1.7,104,98,0.9,0.9,.138,0.2,0.4,0.5,15.5,1.6,5.0,3.4,18.7,2.2,0.2,14.6,25.7,G,FR,dj-davis-2
606,Alec Peters,26.0,29.6,34,22.0,.608,2013-14,Valparaiso,34,34,3.6,114,103,2.2,1.5,.145,2.4,-0.2,2.2,17.9,4.4,14.1,9.8,11.1,1.7,0.5,15.4,22.0,F,FR,alec-peters-1
607,Torin Dorn,26.0,27.5,32,22.7,.570,2014-15,Charlotte,32,16,2.3,108,108,1.6,0.6,.103,2.5,-1.5,1.0,17.2,3.3,12.1,7.7,9.4,1.4,0.5,14.9,22.7,G,FR,torin-dorn-1
608,DaRon Holmes II,26.0,30.7,35,19.9,.644,2021-22,Dayton,35,35,5.7,124,93,3.4,2.3,.212,4.7,3.8,8.4,24.8,6.5,17.5,12.3,9.1,0.9,8.7,11.4,19.9,F,FR,daron-holmesii-1
609,Kevin Pangos,25.9,31.6,33,21.5,.605,2011-12,Gonzaga,33,31,5.0,122,99,3.5,1.5,.190,5.0,2.1,7.2,20.2,1.0,9.6,5.4,21.7,2.3,0.2,13.9,21.5,G,FR,kevin-pangos-1
610,KJ Johnson,25.9,25.1,32,23.5,.562,2019-20,Lipscomb,32,16,2.4,110,107,1.8,0.6,.120,0.5,-2.8,-2.3,17.4,2.2,8.3,5.3,14.3,1.4,0.0,13.6,23.5,G,FR,kj-johnson-1
611,Quincy Miller,25.9,24.4,37,23.9,.541,2011-12,Baylor,37,35,3.5,110,99,2.1,1.3,.153,3.4,1.9,5.3,19.4,7.5,17.5,12.5,11.6,1.7,2.9,15.4,23.9,F,FR,quincy-miller-1
612,Darius Paul,25.9,24.8,35,25.7,.518,2012-13,Western Michigan,35,33,2.8,104,100,1.7,1.1,.131,1.5,-0.3,1.2,18.8,12.8,15.7,14.2,17.0,1.2,1.7,17.3,25.7,F,FR,darius-paul--1
613,Rashad Williams,25.9,23.4,31,22.3,.583,2018-19,Cleveland State,31,9,1.2,105,114,1.0,0.2,.066,1.0,-2.6,-1.6,13.6,0.5,8.0,4.3,6.5,1.4,0.1,11.9,22.3,G,FR,rashad-williams-2
614,Devin Sibley,25.9,25.0,33,24.7,.567,2014-15,Furman,33,21,1.7,102,109,1.2,0.5,.082,0.1,-2.2,-2.1,15.6,3.2,11.3,7.3,12.0,1.8,1.4,19.5,24.7,G,FR,devin-sibley-1
615,Clide Geffrard,25.9,28.0,32,23.4,.565,2012-13,Samford,32,25,2.3,107,108,1.8,0.5,.103,1.6,-2.3,-0.8,18.2,6.6,15.3,10.7,7.9,1.6,2.1,13.5,23.4,F,FR,clide-geffrard-1
616,CJ Shaw,25.9,25.9,21,19.3,.691,2025-26,UC Santa Barbara,21,7,2.3,131,111,1.6,0.6,.166,2.6,-1.3,1.2,18.4,4.5,4.6,4.5,15.3,2.2,0.2,15.8,19.3,G,FR,cj-shaw-1
617,Bennie Boatwright,25.9,24.4,33,23.6,.531,2015-16,Southern California,33,32,2.6,110,104,1.6,1.0,.131,2.6,1.0,3.6,16.9,6.9,15.2,11.2,7.5,0.9,3.1,11.2,23.6,F,FR,bennie-boatwright-1
618,Jordan Burns,25.9,27.3,31,26.5,.530,2017-18,Colgate,31,19,1.6,99,108,0.8,0.8,.075,-0.3,-2.5,-2.8,15.0,1.9,9.9,5.8,23.4,1.7,0.4,18.5,26.5,G,FR,jordan-burns-1
619,Keon Johnson,25.9,25.5,27,26.8,.519,2020-21,Tennessee,27,17,2.1,98,95,0.7,1.4,.124,1.0,3.1,4.1,16.3,4.8,11.0,7.9,20.7,2.5,2.0,19.4,26.8,G,FR,keon-johnson-2
620,Jacob Meyer,25.9,33.9,31,24.8,.531,2023-24,Coastal Carolina,31,31,2.0,103,112,1.2,0.8,.075,-0.3,-1.8,-2.1,15.3,3.1,11.8,7.7,15.6,1.7,0.4,15.2,24.8,G,FR,jacob-meyer-1
621,Luke Kennard,25.9,26.7,36,21.3,.556,2015-16,Duke,36,11,3.8,123,108,2.9,0.9,.157,4.3,1.5,5.8,19.5,4.1,10.7,7.4,10.8,2.1,0.6,6.8,21.3,G,FR,luke-kennard-1
622,Donovann Toatley,25.9,24.9,28,27.9,.504,2018-19,Chattanooga,28,8,0.8,95,111,0.4,0.4,.044,-2.7,-3.5,-6.1,12.3,1.0,8.4,4.7,24.2,0.9,0.2,18.2,27.9,G,FR,donovann-toatley-1
623,John-Michael Wright,25.8,32.5,32,24.3,.508,2019-20,High Point,32,32,2.6,108,111,2.2,0.3,.099,2.4,-2.5,-0.1,18.0,5.0,14.8,9.7,17.4,1.9,1.4,10.2,24.3,G,FR,john-michael-wright-1
624,Ben Aird,25.8,26.8,30,21.6,.580,2010-11,Utah Valley,30,30,4.2,119,92,2.4,1.8,.208,2.2,0.5,2.7,24.3,9.7,22.1,16.2,11.6,1.8,5.1,11.2,21.6,C,FR,ben-aird-1
625,Jaxson Hayes,25.8,23.3,32,17.2,.739,2018-19,Texas,32,21,4.3,139,96,2.8,1.5,.230,4.6,5.5,10.1,27.0,8.7,16.3,12.5,2.6,1.5,10.6,11.8,17.2,F,FR,jaxson-hayes-1
626,Warren Niles,25.8,29.2,32,25.5,.521,2009-10,Oral Roberts,32,18,2.2,98,101,0.9,1.2,.094,,,,14.0,2.2,10.6,6.5,14.8,1.5,0.4,18.0,25.5,G,FR,warren-niles-1
627,Micah Seaborn,25.7,27.7,36,23.4,.557,2015-16,Monmouth,36,35,3.3,109,102,1.8,1.5,.132,1.8,0.5,2.4,16.6,1.7,9.6,5.8,14.2,2.0,0.8,13.4,23.4,G,FR,micah-seaborn-1
628,Ryan Rollins,25.7,30.2,30,24.9,.532,2020-21,Toledo,30,30,2.7,105,103,1.6,1.1,.121,0.2,0.0,0.2,16.8,3.8,14.4,9.3,15.5,2.1,0.5,15.6,24.9,G,FR,ryan-rollins-1
629,Coleton Benson,25.7,26.5,33,22.3,.607,2022-23,Army,33,31,2.7,112,107,1.8,0.8,.121,1.3,-2.0,-0.7,15.3,0.9,10.2,5.8,11.0,1.2,0.1,15.5,22.3,G,FR,coleton-benson-1
630,Kris Wilkes,25.7,29.8,33,23.1,.541,2017-18,UCLA,33,32,3.1,112,107,2.0,1.0,.125,3.2,0.9,4.2,17.5,5.0,12.6,9.0,10.9,1.4,1.9,9.5,23.1,G,FR,kris-wilkes-1
631,Kino Lilly Jr.,25.7,29.8,29,23.0,.581,2021-22,Brown,29,10,2.6,108,104,1.7,1.0,.122,2.2,-1.1,1.0,16.7,0.9,5.4,3.1,16.8,2.5,0.5,16.3,23.0,G,FR,kino-lillyjr-1
632,Jarvis Haywood,25.7,25.7,31,26.0,.520,2012-13,Jacksonville,31,30,1.7,98,104,0.9,0.7,.083,-1.3,-1.4,-2.7,15.7,6.3,13.8,9.8,12.1,2.0,1.2,18.4,26.0,G,FR,jarvis-haywood-1
633,Derrick Favors,25.7,27.5,36,21.8,.621,2009-10,Georgia Tech,36,35,4.8,112,89,2.3,2.5,.195,,,,24.5,12.6,19.9,16.5,7.9,1.8,7.9,20.0,21.8,F,FR,derrick-favors-1
634,Tyler Dorsey,25.7,30.1,36,22.3,.575,2015-16,Oregon,36,35,4.0,115,104,2.7,1.4,.148,4.1,0.8,4.8,17.9,5.2,11.2,8.3,12.1,1.5,0.7,14.1,22.3,G,FR,tyler-dorsey-1
635,Umoja Gibson,25.7,29.0,33,22.7,.579,2018-19,North Texas,33,23,3.7,108,95,1.7,2.0,.156,-0.6,1.2,0.7,15.8,1.2,9.2,5.2,13.4,2.8,0.2,16.1,22.7,G,FR,umoja-gibson-1
636,Aaric Murray,25.7,27.5,30,24.6,.509,2009-10,La Salle,30,27,2.2,102,102,1.2,1.0,.107,,,,19.8,8.8,17.4,13.2,9.2,1.5,8.5,14.9,24.6,C,FR,aaric-murray-1
637,Jordan Sears,25.7,21.7,26,23.0,.589,2020-21,Gardner-Webb,26,13,1.9,110,105,1.3,0.5,.133,1.4,-1.1,0.3,17.9,1.8,10.5,6.2,20.0,2.1,0.9,16.6,23.0,G,FR,jordan-sears-1
638,JT Toppin,25.7,26.6,36,18.8,.635,2023-24,New Mexico,36,35,5.6,132,94,3.3,2.3,.232,5.7,3.3,9.0,27.4,14.4,22.1,18.2,4.1,2.2,7.6,8.6,18.8,F,FR,jt-toppin-1
639,Jordan Murphy,25.7,26.5,31,25.6,.506,2015-16,Minnesota,31,20,2.1,101,102,0.9,1.2,.103,0.6,1.0,1.6,19.9,11.3,23.0,16.9,6.5,2.3,4.2,13.4,25.6,F,FR,jordan-murphy-1
640,Zoom Diallo,25.7,25.1,31,26.0,.522,2024-25,Washington,31,22,1.2,102,115,0.8,0.4,.060,0.7,-0.8,-0.1,14.2,4.6,10.3,7.4,23.8,0.8,0.8,16.7,26.0,G,FR,zoom-diallo-1
641,Isaiah Joe,25.7,30.1,34,20.8,.593,2018-19,Arkansas,34,34,3.7,116,104,2.4,1.3,.143,5.7,2.0,7.8,17.9,2.3,7.9,5.1,11.2,2.8,0.6,9.6,20.8,G,FR,isaiah-joe-1
642,Arlon Harper,25.6,27.6,31,22.8,.555,2011-12,Charleston Southern,31,26,3.1,111,101,2.0,1.1,.144,0.9,1.5,2.4,19.5,3.0,10.7,6.4,13.2,4.2,0.8,14.0,22.8,G,FR,arlon-harper-1
643,Alex Austin,25.6,23.8,32,22.1,.577,2012-13,Eastern Illinois,32,19,2.0,108,107,1.5,0.5,.104,0.8,-1.8,-1.0,16.9,0.7,15.2,7.3,11.8,2.3,0.2,12.9,22.1,G,FR,alex-austin-1
644,Desmond Washington,25.6,33.5,30,22.5,.561,2010-11,Delaware State,30,28,2.0,107,112,1.7,0.3,.081,0.7,-4.0,-3.2,15.7,1.3,6.0,3.5,7.2,2.1,0.1,11.4,22.5,G,FR,desmond-washington-1
645,Bryce Monroe,25.6,21.0,28,26.9,.507,2020-21,Sam Houston State,28,0,1.4,98,102,0.7,0.8,.098,-2.2,-3.4,-5.5,12.1,0.7,6.3,3.5,23.8,1.1,0.2,19.0,26.9,G,FR,bryce-monroe-1
646,Owen Freeman,25.6,22.9,34,20.3,.629,2023-24,Iowa,34,25,3.5,125,104,2.4,1.1,.181,4.6,2.9,7.5,25.3,11.7,20.1,16.0,9.3,2.3,7.9,11.9,20.3,F,FR,owen-freeman-1
647,Maurice Harkless,25.6,36.1,32,24.9,.504,2011-12,St. John's (NY),32,32,3.2,102,102,1.8,1.3,.109,3.0,1.0,4.0,21.1,8.4,20.3,14.0,9.6,2.6,4.2,14.0,24.9,G,FR,maurice-harkless-1
648,Keli Leaupepe,25.6,21.9,32,20.7,.650,2019-20,Loyola Marymount,32,14,2.7,122,109,2.3,0.4,.152,2.5,-1.2,1.3,19.7,10.4,13.6,12.0,7.8,0.8,1.2,15.2,20.7,F,FR,keli-leaupepe-1
649,Ivan Rabb,25.6,28.7,34,20.0,.636,2015-16,California,34,34,5.1,125,95,3.1,2.0,.210,4.6,3.6,8.2,24.3,11.2,21.4,16.5,6.6,1.1,4.1,13.4,20.0,F,FR,ivan-rabb-1
650,Dawson Garcia,25.6,29.7,27,22.0,.580,2020-21,Marquette,27,27,3.0,115,105,2.2,0.8,.148,3.7,0.0,3.7,19.2,8.9,16.3,12.8,5.7,0.5,1.7,12.5,22.0,F,FR,dawson-garcia-1
651,Jud Dillard,25.6,20.1,32,22.7,.566,2009-10,Tennessee Tech,32,2,1.6,109,111,1.3,0.3,.099,,,,19.5,10.4,15.4,12.9,5.7,1.6,0.7,15.1,22.7,F,FR,jud-dillard-1
652,Ezra Ausar,25.6,22.4,32,23.3,.560,2022-23,East Carolina,32,20,2.0,103,102,0.9,1.1,.109,-0.4,1.0,0.6,18.0,9.2,17.5,13.2,5.1,2.4,2.1,16.6,23.3,F,FR,ezra-ausar-1
653,James Thompson IV,25.6,32.1,33,18.8,.663,2015-16,Eastern Michigan,33,33,5.7,134,101,4.1,1.6,.217,4.3,-0.7,3.6,26.8,15.4,20.4,18.0,3.9,1.3,5.1,11.5,18.8,C,FR,james-thompsoniv-1
654,Ryan Allen,25.6,35.7,30,23.4,.531,2017-18,Delaware,30,24,1.7,104,115,1.4,0.3,.064,0.2,-2.6,-2.4,12.9,0.9,7.3,4.1,8.5,0.8,0.6,10.2,23.4,G,FR,ryan-allen-3
655,Sheldon Hagigal,25.6,20.2,23,26.5,.502,2013-14,St. Francis Brooklyn,23,10,0.9,95,101,0.1,0.7,.077,-3.4,0.2,-3.2,12.4,3.9,9.1,6.5,11.7,2.6,0.7,18.2,26.5,G,FR,sheldon-hagigal-1
656,David Roddy,25.6,25.6,32,25.1,.539,2019-20,Colorado State,32,19,2.6,105,102,1.6,1.0,.126,1.0,0.3,1.3,18.9,8.0,17.4,12.8,14.3,1.4,3.5,15.9,25.1,G,FR,david-roddy-1
657,Aaron Harrison,25.6,32.6,40,21.4,.555,2013-14,Kentucky,40,40,5.1,120,104,3.3,1.7,.155,3.7,2.9,6.7,17.1,2.3,7.8,5.2,11.6,2.0,0.9,11.6,21.4,G,FR,aaron-harrison-1
658,Tyler Herro,25.6,32.6,37,21.4,.580,2018-19,Kentucky,37,37,5.4,120,98,3.3,2.1,.181,5.1,3.8,8.9,19.4,1.6,13.9,8.2,15.0,2.0,1.1,11.8,21.4,G,FR,tyler-herro-1
659,Lamar Stevens,25.6,27.8,33,26.1,.506,2016-17,Penn State,33,33,2.3,99,101,0.9,1.4,.099,0.5,1.3,1.8,16.4,6.4,15.8,11.0,13.3,1.6,2.3,14.8,26.1,F,FR,lamar-stevens-1
660,Chance Gladden,25.5,31.0,21,24.6,.567,2025-26,Boston University,21,19,1.5,112,118,1.2,0.3,.093,-0.6,-3.5,-4.0,15.7,2.3,11.3,6.9,28.8,1.4,0.7,19.1,24.6,G,FR,chance-gladden-1
