Rk,Player,PTS/100 Poss.,MP/G,G,USG%,TS%,Season,Team,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Class,Player-additional
218,Adam Flagler,29.7,30.7,36,24.5,.586,2018-19,Presbyterian,36,36,3.8,115,107,2.9,1.0,.139,3.5,-2.0,1.5,19.2,2.8,10.0,6.3,8.3,1.5,1.0,7.9,24.5,G,FR,adam-flagler-1
219,Seth Towns,29.7,24.6,28,28.7,.543,2016-17,Harvard,28,20,2.1,101,97,0.8,1.3,.124,-0.3,0.4,0.1,17.4,5.5,14.3,10.1,11.6,2.3,2.4,17.0,28.7,F,FR,seth-towns-1
220,Coby White,29.6,28.5,35,26.8,.556,2018-19,North Carolina,35,35,4.1,111,99,2.4,1.7,.165,5.2,2.8,8.0,19.2,1.3,11.3,6.4,24.4,2.0,1.3,15.5,26.8,G,FR,coby-white-1
221,Grant Riller,29.6,27.0,35,24.9,.591,2016-17,College of Charleston,35,27,3.8,115,102,2.4,1.4,.162,2.0,0.8,2.8,20.4,1.6,7.0,4.4,11.3,2.1,0.9,10.8,24.9,G,FR,grant-riller-1
222,Damon Lynn,29.6,33.8,29,26.6,.543,2013-14,NJIT,29,29,3.0,109,107,1.9,1.0,.121,2.2,-2.5,-0.3,17.5,1.8,7.6,4.7,13.1,2.1,0.1,10.3,26.6,G,FR,damon-lynn-1
223,Mikey Dixon,29.6,29.8,31,24.7,.585,2016-17,Quinnipiac,31,20,2.7,116,115,2.5,0.2,.119,3.2,-2.1,1.1,19.5,3.7,9.7,6.5,15.8,1.3,0.2,13.4,24.7,G,FR,mikey-dixon-1
224,Martez Harrison,29.6,32.4,30,29.1,.532,2013-14,Kansas City,30,27,2.3,103,109,1.5,0.9,.096,1.4,-0.5,0.9,18.6,2.5,9.6,5.9,26.4,2.9,0.0,16.0,29.1,G,FR,martez-harrison-1
225,Sean Kilpatrick,29.6,20.6,35,25.1,.558,2010-11,Cincinnati,35,1,3.5,116,96,2.2,1.3,.193,5.8,2.1,7.9,21.9,6.9,11.9,9.3,16.2,2.4,0.3,12.4,25.1,G,FR,sean-kilpatrick-1
226,Javion Hamlet,29.6,30.4,31,25.8,.604,2019-20,North Texas,31,31,5.2,122,102,4.0,1.1,.219,5.5,-0.4,5.1,23.8,1.8,10.7,6.5,33.1,1.4,0.1,16.1,25.8,G,FR,javion-hamlet-1
227,Jake Hall,29.5,28.4,21,22.0,.623,2025-26,New Mexico,21,21,3.0,129,101,1.8,1.2,.201,5.3,1.5,6.7,19.1,2.6,10.1,6.4,11.4,1.4,0.2,6.3,22.0,G,FR,jake-hall-1
228,Jordan Tolbert,29.5,23.9,31,28.9,.573,2011-12,Texas Tech,31,29,1.9,100,103,1.1,0.8,.104,0.2,0.2,0.3,19.5,10.8,21.1,16.1,7.8,1.3,3.4,20.4,28.9,F,FR,jordan-tolbert-1
229,Terrell Stoglin,29.5,21.5,33,27.0,.567,2010-11,Maryland,33,15,2.7,108,100,1.7,1.0,.153,3.5,1.2,4.6,19.1,1.3,5.1,3.3,29.2,2.0,0.4,18.4,27.0,G,FR,terrell-stoglin-1
230,Julius Randle,29.5,30.8,40,25.4,.567,2013-14,Kentucky,40,40,5.9,116,98,3.5,2.4,.191,5.4,2.1,7.5,24.5,13.3,24.7,19.2,10.0,1.0,2.6,16.1,25.4,F,FR,julius-randle-1
231,Amari Davis,29.4,28.7,33,26.7,.545,2019-20,Green Bay,33,27,2.7,108,109,2.3,0.5,.116,0.4,-2.6,-2.2,19.8,5.5,9.5,7.5,10.6,1.8,0.8,10.3,26.7,G,FR,amari-davis-1
232,Jahii Carson,29.4,37.2,35,28.3,.552,2012-13,Arizona State,35,34,4.5,106,104,3.2,1.3,.137,2.5,0.0,2.6,19.9,1.5,10.0,5.8,29.8,1.9,0.2,17.5,28.3,G,FR,jahii-carson-1
233,Vince Hunter,29.4,25.8,34,25.9,.580,2013-14,UTEP,34,28,4.1,111,93,2.0,2.0,.185,1.9,1.5,3.4,22.3,11.1,17.1,14.4,11.9,1.9,3.1,15.7,25.9,F,FR,vince-hunter-1
234,Kyle Wilson,29.4,26.1,31,27.1,.542,2012-13,Army,31,12,2.3,106,107,1.7,0.6,.113,1.2,-2.6,-1.3,17.0,2.2,8.4,5.3,16.6,1.0,0.0,13.5,27.1,G,FR,kyle-wilson-5
235,Elias Harris,29.3,29.4,34,24.2,.609,2009-10,Gonzaga,34,34,5.2,119,96,3.3,1.9,.207,,,,24.0,8.6,18.1,13.7,7.9,1.8,1.6,13.3,24.2,F,FR,elias-harris-1
236,Marques Warrick,29.3,32.4,25,24.6,.562,2020-21,Northern Kentucky,25,23,2.8,117,112,2.5,0.3,.138,3.1,-1.9,1.2,19.7,2.6,6.7,4.6,12.1,1.5,0.8,10.0,24.6,G,FR,marques-warrick-1
237,Jaren Jackson Jr.,29.3,21.8,35,23.5,.647,2017-18,Michigan State,35,34,4.6,121,86,2.3,2.2,.239,4.4,7.3,11.7,26.9,8.8,19.7,15.0,9.3,1.6,14.3,17.4,23.5,F,FR,jaren-jacksonjr-1
238,Daniel Gafford,29.3,22.6,35,23.9,.594,2017-18,Arkansas,35,26,3.7,120,101,2.5,1.3,.189,4.0,2.8,6.8,26.8,11.2,20.0,15.7,6.0,1.3,11.5,9.6,23.9,F,FR,daniel-gafford-1
239,Raheem Appleby,29.3,27.9,32,25.4,.547,2011-12,Louisiana Tech,32,22,2.9,110,105,2.1,0.8,.129,2.8,-0.6,2.2,19.6,3.8,7.0,5.2,9.8,2.3,0.2,9.7,25.4,G,FR,raheem-appleby-1
240,Brayden Burries,29.3,28.4,21,22.8,.610,2025-26,Arizona,21,21,3.4,129,94,1.9,1.6,.231,4.9,5.3,10.2,21.3,2.0,13.8,8.5,16.4,3.0,1.0,10.0,22.8,G,FR,brayden-burries-1
241,Brian Parker,29.3,31.5,29,27.6,.578,2015-16,Marist,29,27,2.2,107,115,1.9,0.3,.095,1.6,-3.5,-1.9,19.9,5.7,13.2,9.4,22.2,1.3,0.1,18.4,27.6,G,FR,brian-parker-2
242,Tahj Tate,29.3,35.3,24,28.0,.518,2011-12,Delaware State,24,22,2.2,105,109,1.7,0.4,.102,0.6,-3.9,-3.2,19.1,4.0,5.6,4.8,18.5,2.3,0.5,12.9,28.0,G,FR,tahj-tate-1
243,Harrison Barnes,29.3,29.4,37,26.6,.520,2010-11,North Carolina,37,36,4.3,109,97,2.5,1.8,.159,5.0,2.3,7.3,19.4,7.2,12.8,10.1,9.5,1.4,1.4,11.5,26.6,F,FR,harrison-barnes-1
244,Devin Booker,29.3,21.5,38,22.8,.600,2014-15,Kentucky,38,0,4.5,123,92,2.7,1.8,.219,6.1,3.3,9.4,19.4,2.6,7.8,5.4,10.9,1.3,0.3,10.4,22.8,G,FR,devin-booker-2
245,Reeves Nelson,29.3,23.4,28,24.5,.620,2009-10,UCLA,28,14,2.4,110,102,1.5,0.8,.145,,,,23.0,10.5,20.0,15.3,4.0,1.9,3.4,15.7,24.5,F,FR,reeves-nelson-1
246,Brandon Ingram,29.3,34.6,36,25.5,.552,2015-16,Duke,36,34,4.9,115,104,3.4,1.5,.157,6.0,2.0,8.0,22.5,6.0,15.5,10.8,11.4,1.9,3.6,11.3,25.5,G,FR,brandon-ingram-1
247,TJ Leaf,29.3,29.9,35,22.0,.660,2016-17,UCLA,35,35,5.8,131,101,4.2,1.6,.220,6.5,2.1,8.6,26.6,9.0,19.7,14.9,13.2,1.1,3.5,10.8,22.0,F,FR,tj-leaf-1
248,Nasir Meyer,29.2,26.8,19,23.5,.613,2025-26,Wyoming,19,11,2.0,121,108,1.3,0.7,.160,4.6,0.2,4.7,19.8,5.0,17.9,11.4,16.9,1.7,0.2,14.3,23.5,G,FR,nasir-meyer-1
249,Evan Payne,29.2,29.9,32,27.4,.540,2013-14,Loyola Marymount,32,25,1.7,103,114,1.3,0.4,.072,1.2,-0.6,0.6,16.5,3.7,6.6,5.1,10.0,2.5,0.6,15.8,27.4,G,FR,evan-payne-1
250,Tahaad Pettiford,29.2,22.9,38,25.9,.560,2024-25,Auburn,38,1,3.4,115,105,2.1,1.3,.157,4.7,3.0,7.7,17.7,1.2,9.5,5.4,23.0,2.2,0.9,13.6,25.9,G,FR,tahaad-pettiford-1
251,Ben McLemore,29.2,32.2,37,23.2,.633,2012-13,Kansas,37,36,6.5,121,94,4.2,2.3,.217,7.2,3.4,10.5,23.2,5.0,13.2,9.4,12.6,1.8,2.2,14.2,23.2,G,FR,ben-mclemore-1
252,Tony Mitchell,29.2,29.4,23,23.8,.645,2011-12,North Texas,23,22,4.1,115,83,2.1,2.0,.244,4.6,4.0,8.6,29.7,9.6,31.6,20.3,11.8,1.7,11.0,19.8,23.8,F,FR,tony-mitchell-4
253,Kaleb Wesson,29.2,20.7,33,23.3,.615,2017-18,Ohio State,33,30,3.9,128,99,2.7,1.2,.229,5.1,2.5,7.6,25.5,13.9,14.4,14.1,10.2,1.6,3.6,11.0,23.3,F,FR,kaleb-wesson-1
254,Kevin Easley Jr.,29.1,28.1,29,28.0,.533,2018-19,Chattanooga,29,28,2.1,102,106,1.2,0.9,.101,1.4,-2.1,-0.7,19.0,6.9,20.2,13.5,9.4,1.4,1.2,13.1,28.0,F,FR,kevin-easley-2
255,Lindell Wigginton,29.1,33.0,31,28.4,.529,2017-18,Iowa State,31,31,1.9,101,111,1.2,0.7,.076,2.4,0.1,2.5,15.9,2.1,10.2,6.2,17.7,1.6,1.4,15.8,28.4,G,FR,lindell-wigginton-1
256,Brandon Knight,29.1,35.9,38,27.0,.553,2010-11,Kentucky,38,38,5.3,110,101,3.6,1.8,.157,4.5,0.9,5.5,19.3,2.2,10.2,6.3,23.4,1.1,0.6,16.8,27.0,G,FR,brandon-knight-1
257,Fletcher Magee,29.1,28.8,32,21.8,.679,2015-16,Wofford,32,22,3.4,125,112,2.9,0.5,.147,5.4,-2.0,3.4,19.7,1.6,12.0,6.8,11.3,0.8,0.4,12.6,21.8,G,FR,fletcher-magee-1
258,Greg Gantt,29.1,31.0,30,23.7,.552,2009-10,Florida Atlantic,30,26,3.0,117,110,2.6,0.4,.130,,,,18.7,3.5,5.2,4.3,7.3,1.2,0.3,5.4,23.7,G,FR,greg-gantt-1
259,Stephan Hicks,29.1,30.0,28,25.4,.544,2011-12,Cal State Northridge,28,23,2.7,112,109,2.3,0.4,.128,2.6,-2.2,0.4,21.0,9.5,20.0,14.0,8.2,1.7,0.3,12.8,25.4,G,FR,stephen-hicks-1
260,KJ Younger,29.1,28.4,22,25.5,.535,2025-26,UNC Greensboro,22,22,1.6,114,118,1.3,0.3,.102,1.2,-3.1,-1.9,18.2,5.7,13.8,9.7,8.9,1.7,0.6,6.9,25.5,G,FR,kj-younger-1
261,James Bouknight,29.1,25.9,28,25.4,.560,2019-20,Connecticut,28,16,3.1,112,99,2.0,1.1,.170,4.2,1.0,5.2,19.9,6.7,11.3,9.0,11.4,1.7,0.9,13.3,25.4,G,FR,james-bouknight-1
262,Stanley Johnson,29.1,28.4,38,26.6,.551,2014-15,Arizona,38,37,5.7,111,88,2.8,2.9,.212,5.0,4.4,9.4,22.5,8.9,19.1,14.1,11.6,3.2,1.6,14.7,26.6,F,FR,stanley-johnson-1
263,Tim Hardaway Jr.,29.1,30.7,35,25.5,.557,2010-11,Michigan,35,35,4.2,112,101,2.8,1.4,.157,5.6,2.6,8.2,20.3,3.1,12.0,7.6,12.1,2.0,0.6,9.4,25.5,G,FR,tim-hardaway-jr-1
264,Jordan Adams,29.1,30.3,33,24.0,.572,2012-13,UCLA,33,27,4.8,118,97,3.2,1.6,.191,5.2,4.1,9.3,23.7,2.4,12.2,7.2,11.3,4.2,1.1,8.3,24.0,G,FR,jordan-adams-1
265,Myles Turner,29.1,22.2,34,25.1,.556,2014-15,Texas,34,7,4.0,113,86,1.9,2.1,.213,3.4,6.0,9.3,25.5,7.2,24.9,16.7,6.2,0.8,12.3,13.2,25.1,F,FR,myles-turner-1
266,Malik Beasley,29.0,29.8,34,24.2,.583,2015-16,Florida State,34,33,4.0,118,105,2.9,1.1,.158,5.2,1.0,6.2,20.8,5.0,15.1,10.1,9.8,1.8,0.6,11.5,24.2,G,FR,malik-beasley-1
267,Xavier Johnson,29.0,31.2,33,29.9,.531,2018-19,Pittsburgh,33,33,3.0,101,102,1.5,1.4,.115,2.3,1.1,3.4,17.9,4.1,9.5,6.8,34.2,2.4,0.5,21.5,29.9,G,FR,xavier-johnson-2
268,Ben Johnson,29.0,24.5,32,25.0,.593,2022-23,Bellarmine,32,2,2.0,108,110,1.5,0.5,.102,0.7,-3.1,-2.4,17.2,1.4,11.5,6.5,11.4,1.5,0.0,11.7,25.0,G,FR,ben-johnson-6
269,Jomaru Brown,29.0,24.8,31,28.9,.525,2018-19,Eastern Kentucky,31,11,1.8,98,102,0.7,1.1,.092,-0.5,0.2,-0.3,17.0,2.5,10.5,6.2,17.1,3.9,0.3,16.7,28.9,G,FR,jomaru-brown-1
270,Koa Peat,29.0,27.3,21,23.7,.591,2025-26,Arizona,21,21,3.1,124,97,1.7,1.4,.214,4.9,3.9,8.8,21.6,8.9,13.6,11.5,16.4,1.5,2.7,11.7,23.7,F,FR,koa-peat-1
271,Dennis Smith Jr.,29.0,34.8,32,27.2,.563,2016-17,NC State,32,32,4.0,112,109,3.1,0.9,.142,5.4,1.1,6.5,23.1,2.7,11.5,7.3,34.2,3.1,1.2,17.3,27.2,G,FR,dennis-smithjr-1
272,Paris Bass,28.9,25.2,33,29.4,.519,2014-15,Detroit Mercy,33,21,2.4,99,99,1.0,1.3,.114,0.9,0.7,1.7,20.7,7.7,19.5,13.5,16.7,2.8,5.5,17.5,29.4,G,FR,paris-bass-1
273,Jayson Tatum,28.9,33.3,29,26.2,.566,2016-17,Duke,29,27,4.1,111,98,2.3,1.8,.169,4.6,3.2,7.9,22.0,4.8,19.7,12.6,12.4,2.3,3.2,15.0,26.2,F,FR,jayson-tatum-1
274,Layne Taylor,28.9,35.5,20,26.0,.525,2024-25,Central Arkansas,20,20,1.8,110,114,1.3,0.4,.100,1.9,-0.9,0.9,18.4,1.7,10.0,5.6,23.7,3.1,0.6,9.1,26.0,G,FR,layne-taylor-1
275,Derrick Jones Jr.,28.9,21.5,30,23.2,.611,2015-16,UNLV,30,15,3.1,119,96,1.8,1.3,.193,1.9,2.4,4.3,24.2,8.6,13.4,11.0,8.1,2.3,6.2,11.3,23.2,F,FR,derrick-jonesjr-1
276,Robert Hinton,28.8,30.3,27,25.8,.549,2024-25,Harvard,27,26,2.4,111,110,1.6,0.8,.117,0.3,-1.2,-0.8,19.0,3.9,12.4,8.2,13.4,2.5,0.1,9.6,25.8,G,FR,robert-hinton-1
277,Ryan Daly,28.8,33.5,32,26.2,.517,2016-17,Delaware,32,21,3.3,111,109,2.5,0.8,.122,4.3,-1.6,2.7,21.3,7.1,18.5,12.7,15.1,1.5,0.9,7.3,26.2,G,FR,ryan-daly-1
278,Denzel Mahoney,28.8,29.6,33,24.0,.593,2016-17,Southeast Missouri State,33,33,3.6,119,110,2.9,0.7,.148,2.8,-2.1,0.6,19.5,5.6,12.1,8.7,8.5,1.3,0.5,9.8,24.0,G,FR,denzel-mahoney-1
279,Nick Garth,28.8,25.3,29,26.2,.529,2015-16,Lamar,29,5,2.2,110,109,1.6,0.6,.120,3.3,-2.7,0.6,17.4,3.0,8.8,5.8,21.5,1.9,0.1,12.6,26.2,G,FR,nick-garth-1
280,Milton Doyle,28.8,32.8,32,29.8,.530,2013-14,Loyola Chicago,32,32,2.2,100,107,1.1,1.1,.086,0.6,-0.7,-0.1,17.6,3.7,12.6,8.2,25.7,2.3,2.5,19.3,29.8,G,FR,milton-doyle-1
281,Tyler Davis,28.8,22.8,36,22.1,.656,2015-16,Texas A&M,36,34,4.4,123,95,2.7,1.7,.215,4.5,3.1,7.6,25.8,14.1,15.6,14.9,6.6,1.4,5.9,15.8,22.1,C,FR,tyler-davis-5
282,Kofi Cockburn,28.8,27.4,31,24.7,.571,2019-20,Illinois,31,31,4.3,115,93,2.6,1.7,.205,4.3,2.2,6.5,25.8,14.3,21.7,18.0,5.0,1.2,5.3,14.0,24.7,C,FR,kofi-cockburn-1
283,Sebastian Akins,28.8,25.6,32,29.3,.502,2024-25,Denver,32,10,1.2,101,114,0.7,0.5,.059,-1.3,-2.1,-3.4,15.3,1.3,9.8,5.4,23.6,2.1,1.2,13.3,29.3,G,FR,sebastian-akins-1
284,Dontel Highsmith,28.7,22.8,11,21.7,.605,2013-14,Northern Illinois,11,8,1.3,125,97,0.8,0.5,.209,4.8,2.7,7.5,24.0,6.3,11.7,9.0,14.5,2.7,1.0,9.5,21.7,G,FR,dontel-highsmith-1
285,Darren Buchanan Jr.,28.7,30.9,29,25.3,.588,2023-24,George Washington,29,21,3.4,115,107,2.3,1.1,.150,2.8,0.4,3.2,22.6,6.5,16.4,11.7,16.7,2.4,1.4,14.4,25.3,F,FR,darren-buchanan-jr-1
286,Dusan Perovic,28.7,25.2,15,26.8,.533,2014-15,Binghamton,15,9,0.7,98,106,0.4,0.3,.074,0.8,-1.4,-0.6,15.3,1.9,14.2,7.9,5.0,1.3,0.7,12.0,26.8,F,FR,dusan-perovic-1
287,Ian Clark,28.7,29.6,31,26.1,.580,2009-10,Belmont,31,31,3.0,105,100,1.7,1.3,.131,,,,17.3,2.8,9.2,6.2,16.9,2.1,1.1,18.9,26.1,G,FR,ian-clark-1
288,Darius Quisenberry,28.7,27.2,32,26.2,.539,2018-19,Youngstown State,32,32,2.8,113,111,2.4,0.5,.130,2.1,-1.2,0.9,20.0,1.5,11.1,6.0,27.0,2.8,0.1,13.7,26.2,G,FR,darius-quisenberry-1
289,RJ Luis,28.7,22.7,27,26.9,.542,2022-23,Massachusetts,27,10,1.9,103,101,0.9,1.0,.122,1.0,1.2,2.2,18.8,7.2,15.1,11.0,12.8,2.9,1.5,17.0,26.9,G,FR,rj-luis-1
290,Frederick Scott,28.7,23.8,32,25.4,.553,2017-18,Rider,32,10,2.3,107,105,1.4,0.9,.122,2.1,-1.5,0.5,19.6,8.8,20.7,14.5,6.2,1.3,1.4,13.3,25.4,F,FR,frederick-scott-1
291,Keon Johnson,28.7,25.4,33,23.9,.581,2013-14,Winthrop,33,32,3.0,118,109,2.3,0.7,.141,1.4,-2.1,-0.8,17.9,1.1,8.3,4.6,12.1,1.3,0.0,10.1,23.9,G,FR,keon-johnson-1
292,Koree Cotton,28.7,22.9,12,32.5,.511,2023-24,VMI,12,9,-0.1,85,110,-0.3,0.2,-0.010,-3.8,-1.2,-5.0,11.5,2.4,13.7,8.1,13.8,1.8,2.6,23.0,32.5,G,FR,koree-cotton-1
293,D'Angelo Harrison,28.7,35.3,32,25.7,.533,2011-12,St. John's (NY),32,29,3.5,111,109,3.0,0.6,.125,4.2,0.4,4.6,19.6,4.0,9.2,6.4,13.0,2.7,0.8,11.9,25.7,G,FR,dangelo-harrison-1
294,Trevis Simpson,28.7,23.0,27,27.2,.520,2010-11,UNC Greensboro,27,10,1.1,103,115,1.1,0.0,.068,1.1,-2.9,-1.9,16.8,7.0,11.0,8.9,7.7,1.3,0.9,13.1,27.2,G,FR,trevis-simpson-1
295,Ryan Taylor,28.7,25.7,31,25.2,.555,2013-14,Marshall,31,29,3.1,110,99,1.7,1.4,.156,0.1,0.2,0.4,20.7,8.1,22.4,15.0,8.2,1.6,2.5,13.7,25.2,F,FR,ryan-taylor-1
296,Stephen Thompson Jr.,28.6,21.7,32,26.0,.516,2015-16,Oregon State,32,5,2.0,107,105,1.2,0.8,.118,3.7,1.7,5.3,18.3,4.2,5.7,4.9,8.1,3.1,1.9,7.6,26.0,G,FR,stephen-thompsonjr-1
297,Joe Pridgen,28.6,35.2,30,27.1,.580,2019-20,Holy Cross,30,29,1.9,102,114,1.8,0.0,.072,1.0,-3.4,-2.4,20.4,5.7,17.7,11.5,15.1,1.5,1.5,19.1,27.1,F,FR,joe-pridgen-1
298,Mustapha Heron,28.6,28.2,32,25.8,.566,2016-17,Auburn,32,32,2.8,110,107,1.9,0.9,.125,3.3,-0.1,3.1,18.9,6.1,17.1,11.5,9.6,1.6,0.7,15.2,25.8,G,FR,mustapha-heron-1
299,Aidan Mahaney,28.6,30.5,35,25.7,.533,2022-23,St. Mary's (CA),35,26,4.0,110,99,2.2,1.8,.152,2.3,1.8,4.1,16.2,0.8,8.1,4.4,14.3,1.8,0.2,10.2,25.7,G,FR,aidan-mahaney-1
300,AJ Brown,28.6,20.7,26,23.8,.550,2022-23,Ohio,26,8,2.1,120,107,1.6,0.5,.160,2.8,-0.6,2.2,19.9,4.5,9.0,6.8,7.6,2.2,1.2,6.5,23.8,G,FR,aj-brown-1
301,Alex Francis,28.6,30.9,30,30.2,.516,2010-11,Bryant,30,23,0.7,90,109,0.1,0.5,.029,-3.1,-3.4,-6.5,16.9,9.7,20.3,14.9,6.5,1.7,2.0,20.7,30.2,F,FR,alex-francis-1
302,Jacoby Ross,28.6,24.8,26,25.5,.556,2017-18,Alabama State,26,8,1.5,111,116,1.4,0.1,.095,1.2,-3.6,-2.4,17.3,1.7,6.2,3.8,20.9,1.6,0.0,14.1,25.5,G,FR,jacoby-ross-1
303,Omar Prewitt,28.6,24.6,32,25.4,.593,2013-14,William & Mary,32,0,2.8,114,108,2.0,0.8,.141,3.4,-1.1,2.3,21.7,5.0,17.9,11.6,16.7,2.3,2.1,15.2,25.4,G,FR,omar-prewitt-1
304,Rob Perry,28.6,32.8,33,26.3,.552,2019-20,Stetson,33,32,3.5,107,104,2.4,1.1,.129,3.0,-2.2,0.8,19.4,4.2,14.5,9.6,12.1,1.8,0.8,13.9,26.3,G,FR,rob-perry-1
305,Zyree Collins,28.6,27.7,20,27.7,.528,2025-26,Austin Peay,20,19,2.1,108,98,0.8,1.3,.152,-0.3,2.3,2.0,18.8,4.7,8.3,6.5,27.6,4.7,0.0,15.7,27.7,G,FR,zyree-collins-1
306,Wendell Carter Jr.,28.5,26.9,37,22.8,.628,2017-18,Duke,37,37,5.9,125,93,3.6,2.3,.239,6.3,5.1,11.4,28.2,12.8,23.2,18.4,13.0,1.7,7.6,15.8,22.8,F,FR,wendell-carterjr-1
307,Rashad Muhammad,28.5,28.2,31,26.5,.530,2013-14,San Jose State,31,3,1.5,103,113,1.1,0.4,.069,1.3,-1.7,-0.3,13.9,2.6,9.1,5.8,7.6,1.0,0.1,11.9,26.5,G,FR,rashad-muhammad-1
308,Jacari Lane,28.5,25.6,33,25.1,.605,2022-23,North Alabama,33,8,3.1,116,110,2.5,0.6,.148,1.9,-1.4,0.5,21.4,1.4,10.6,6.1,26.0,1.7,0.1,16.2,25.1,G,FR,jacari-lane-1
309,Hassan Whiteside,28.5,26.1,34,25.8,.548,2009-10,Marshall,34,23,4.5,108,86,2.0,2.5,.200,,,,29.1,11.9,23.8,18.3,2.2,1.2,18.8,13.6,25.8,C,FR,hassan-whiteside-1
310,Ledarrius Brewer,28.5,29.4,31,26.4,.548,2017-18,Southeast Missouri State,31,27,1.8,105,112,1.3,0.5,.080,1.0,-2.7,-1.7,16.8,1.9,13.8,7.8,9.3,1.8,2.0,12.2,26.4,G,FR,ledarrius-brewer-1
311,Garrison Mathews,28.5,20.8,33,26.4,.544,2015-16,Lipscomb,33,12,1.7,107,110,1.2,0.5,.101,1.7,-2.0,-0.2,17.9,5.4,12.1,8.7,15.1,2.2,1.3,12.6,26.4,G,FR,garrison-matthews-1
312,Judah Mintz,28.5,33.5,32,27.3,.524,2022-23,Syracuse,32,32,3.2,109,110,2.4,0.8,.119,1.8,0.5,2.3,19.8,1.2,6.2,3.8,27.3,3.2,0.5,13.3,27.3,G,FR,judah-mintz-1
313,Evan Mobley,28.5,33.9,33,22.8,.624,2020-21,Southern California,33,33,6.9,123,91,4.3,2.6,.248,7.9,5.8,13.7,29.1,9.6,18.9,14.5,14.1,1.4,8.8,14.6,22.8,F,FR,evan-mobley-1
314,Joel Ntambwe,28.5,24.1,31,24.9,.532,2018-19,UNLV,31,31,2.7,113,105,1.8,0.9,.143,2.0,-0.5,1.5,18.7,7.2,18.6,12.7,5.1,1.2,1.5,9.7,24.9,F,FR,joel-ntambwe-1
315,Chet Holmgren,28.4,26.9,32,21.6,.691,2021-22,Gonzaga,32,31,6.3,127,79,3.3,3.1,.294,7.5,7.5,15.0,31.3,8.0,28.7,19.6,11.4,1.6,12.6,15.7,21.6,C,FR,chet-holmgren-1
316,Kon Knueppel,28.4,30.5,39,21.4,.642,2024-25,Duke,39,39,6.9,134,99,4.5,2.4,.232,6.9,3.9,10.8,21.3,4.3,10.3,7.6,15.7,2.0,0.6,10.8,21.4,G,FR,kon-knueppel-1
317,Antonio Munoz,28.4,24.3,18,29.2,.533,2025-26,Grambling State,18,18,0.9,100,106,0.2,0.7,.082,-2.5,-1.6,-4.1,14.9,4.6,10.8,7.7,20.6,2.3,2.3,19.5,29.2,F,FR,antonio-munoz-1
318,David Thomas,28.4,22.9,31,25.4,.527,2023-24,Mercer,31,8,2.1,112,112,1.6,0.5,.117,2.3,-1.1,1.2,17.8,3.5,8.9,6.1,20.8,1.6,0.5,8.8,25.4,G,FR,david-thomas-3
319,Braylon Rayson,28.4,23.0,31,27.9,.511,2013-14,Central Michigan,31,17,1.1,99,112,0.6,0.5,.061,-1.1,-3.1,-4.2,15.5,2.6,11.2,6.5,13.3,2.8,0.2,14.2,27.9,G,FR,braylon-rayson-1
320,Derick Newton,28.4,31.2,34,25.1,.585,2015-16,Stetson,34,34,2.8,111,113,2.3,0.5,.105,1.8,-3.4,-1.5,18.7,5.3,15.0,10.2,8.2,0.8,1.3,14.6,25.1,F,FR,derick-newton-2
321,Ian Jackson,28.4,23.8,36,24.4,.572,2024-25,North Carolina,36,12,2.4,111,110,1.5,0.9,.112,3.5,1.3,4.8,15.9,2.1,10.5,6.5,7.0,1.3,0.9,10.5,24.4,G,FR,ian-jackson-1
322,Precious Achiuwa,28.4,30.4,31,27.7,.534,2019-20,Memphis,31,31,4.4,101,82,1.5,2.9,.187,2.5,3.4,5.8,23.3,11.4,24.6,18.6,7.5,2.0,6.4,16.0,27.7,F,FR,precious-achiuwa-1
323,Romeo Langford,28.4,34.1,32,26.1,.542,2018-19,Indiana,32,32,4.0,109,101,2.4,1.6,.148,4.6,1.9,6.5,19.9,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,G,FR,romeo-langford-1
324,Chavaughn Lewis,28.3,29.5,32,28.9,.516,2011-12,Marist,32,11,2.0,97,103,1.0,1.0,.085,0.4,0.4,0.7,18.7,4.4,15.7,9.7,15.1,3.3,2.5,17.6,28.9,G,FR,chavaughn-lewis-1
325,Malaki Branham,28.3,29.6,32,24.1,.596,2021-22,Ohio State,32,31,3.6,117,107,2.9,0.8,.154,4.8,0.9,5.7,20.4,3.5,10.5,7.3,14.5,1.5,1.0,12.8,24.1,G,FR,malaki-branham-1
326,Naz Reid,28.3,27.2,34,26.4,.544,2018-19,Louisiana State,34,32,3.0,106,102,1.7,1.3,.131,2.3,0.5,2.8,19.4,10.5,19.2,14.9,6.2,1.5,2.8,16.6,26.4,F,FR,naz-reid-1
327,Cam Whitmore,28.3,27.3,26,25.6,.571,2022-23,Villanova,26,20,2.3,105,100,1.1,1.2,.130,3.7,2.5,6.2,20.5,3.7,20.3,12.1,6.4,3.2,1.6,12.8,25.6,F,FR,cam-whitmore-1
328,Michael Carrera,28.3,21.1,27,26.8,.527,2012-13,South Carolina,27,22,2.1,106,99,1.3,0.8,.146,2.0,-0.9,1.1,21.3,16.0,28.3,21.5,7.2,1.0,3.4,16.7,26.8,F,FR,michael-carrera-1
